battery_id,test_cycle,nominal_voltage_V,internal_resistance_mOhm,capacity_mAh,SOH_percent,temperature_delivery_C,self_discharge_rate_percent_per_month,qc_status
BAT_0040,35,3.635,21.79,2493.94,98.73,27.15,1.55,PASS
BAT_0040,36,3.687,28.75,2444.87,97.07,20.54,0.95,PASS
BAT_0040,37,3.641,23.38,2446.38,98.35,26.52,1.46,PASS
BAT_0040,38,3.665,26.96,2463.48,97.72,27.06,1.0,PASS
BAT_0040,39,3.969,40.79,2094.79,87.79,8.21,5.67,FAIL
BAT_0040,40,3.703,23.44,2388.31,97.36,24.1,0.84,PASS
BAT_0040,41,3.77,23.43,2543.01,98.59,21.63,1.96,PASS
BAT_0040,42,3.667,20.1,2506.91,97.67,20.99,0.85,PASS
BAT_0040,43,3.74,28.47,2491.99,98.87,34.8,1.97,PASS
BAT_0040,44,3.638,24.26,2463.87,98.66,22.41,1.22,PASS
BAT_0040,45,3.665,24.14,2527.5,97.45,17.45,1.53,PASS
BAT_0040,46,3.566,52.97,1802.56,78.17,57.27,3.44,FAIL
BAT_0040,47,3.7,28.37,2521.37,99.05,17.89,1.17,PASS
BAT_0040,48,3.613,31.31,2328.52,94.71,42.67,2.25,WARNING
BAT_0040,49,3.602,33.81,2301.86,94.22,38.7,2.98,WARNING
BAT_0040,50,3.749,29.28,2429.59,97.19,18.62,0.82,PASS
BAT_0041,1,3.769,22.9,2549.38,98.02,21.41,0.88,PASS
BAT_0041,2,3.766,29.95,2456.27,99.71,29.25,1.25,PASS
BAT_0041,3,3.442,52.18,1951.89,77.08,1.29,4.21,FAIL
BAT_0041,4,3.649,25.52,2487.23,99.53,29.77,1.19,PASS
BAT_0041,5,3.619,33.35,2318.66,96.96,40.57,2.38,WARNING
BAT_0041,6,3.69,27.01,2525.23,98.76,17.4,1.2,PASS
BAT_0041,7,3.648,25.15,2514.64,99.0,28.51,1.63,PASS
BAT_0041,8,3.684,23.17,2500.51,98.61,18.94,1.15,PASS
BAT_0041,9,3.683,20.75,2422.32,99.42,30.0,1.16,PASS
BAT_0041,10,3.758,29.11,2492.83,97.98,19.76,1.99,PASS
BAT_0041,11,3.602,32.07,2357.26,94.8,39.03,2.25,WARNING
BAT_0041,12,3.731,21.61,2541.22,99.21,23.96,1.44,PASS
BAT_0041,13,3.61,34.83,2362.82,95.52,35.56,2.69,WARNING
BAT_0041,14,3.616,30.14,2362.86,96.87,35.71,2.34,WARNING
BAT_0041,15,3.733,20.46,2392.63,97.58,15.17,1.8,PASS
BAT_0041,16,3.611,33.17,2341.86,96.4,39.64,2.08,WARNING
BAT_0041,17,3.621,32.45,2324.58,94.67,42.02,2.8,WARNING
BAT_0041,18,3.694,21.61,2465.23,97.05,15.68,1.58,PASS
BAT_0041,19,3.641,27.92,2548.24,99.66,30.43,1.93,PASS
BAT_0041,20,3.61,32.57,2331.65,95.84,44.06,2.74,WARNING
BAT_0041,21,3.722,26.46,2396.83,98.07,28.12,0.85,PASS
BAT_0041,22,3.685,29.95,2407.78,97.74,28.56,1.04,PASS
BAT_0041,23,3.64,23.79,2478.14,98.94,26.78,1.66,PASS
BAT_0041,24,3.745,24.18,2387.98,97.57,20.97,1.65,PASS
BAT_0041,25,3.69,23.44,2482.3,97.42,31.09,1.42,PASS
BAT_0041,26,3.728,20.89,2483.96,98.63,18.66,0.87,PASS
BAT_0041,27,3.923,45.92,2230.08,88.18,47.68,5.4,FAIL
BAT_0041,28,3.738,23.98,2544.15,98.19,34.31,1.24,PASS
BAT_0041,29,3.764,25.14,2526.72,99.45,21.95,1.11,PASS
BAT_0041,30,3.681,20.09,2439.48,98.56,16.68,1.34,PASS
BAT_0041,31,3.623,33.82,2372.94,94.03,37.97,2.41,WARNING
BAT_0041,32,3.76,21.39,2532.24,98.62,23.06,1.18,PASS
BAT_0041,33,3.648,29.93,2457.2,99.0,20.55,1.39,PASS
BAT_0041,34,3.664,22.57,2453.88,97.4,34.2,1.09,PASS
BAT_0041,35,3.721,28.5,2448.14,99.25,31.49,1.04,PASS
BAT_0041,36,3.644,26.38,2381.68,99.82,23.47,1.83,PASS
BAT_0041,37,3.625,31.65,2359.53,93.76,43.5,2.95,WARNING
BAT_0041,38,3.66,27.34,2442.87,99.97,22.57,1.25,PASS
BAT_0041,39,3.861,50.51,2143.09,79.0,49.51,4.56,FAIL
BAT_0041,40,3.685,28.84,2392.41,98.98,29.87,1.47,PASS
BAT_0041,41,3.68,22.35,2544.35,97.55,23.06,1.93,PASS
BAT_0041,42,3.6,34.98,2325.16,95.54,39.66,2.2,WARNING
BAT_0041,43,3.446,46.5,2077.02,78.5,50.81,5.26,FAIL
BAT_0041,44,3.648,22.45,2382.97,98.22,33.01,0.97,PASS
BAT_0041,45,3.931,49.01,2260.16,77.01,4.37,4.45,FAIL
BAT_0041,46,3.693,21.96,2405.78,99.25,34.59,1.24,PASS
BAT_0041,47,3.751,25.22,2508.58,97.94,22.68,0.88,PASS
BAT_0041,48,3.716,26.57,2442.05,99.73,17.39,1.01,PASS
BAT_0041,49,3.669,26.38,2418.21,100.0,17.11,0.98,PASS
BAT_0041,50,3.643,27.79,2529.87,97.16,19.25,1.79,PASS
BAT_0042,1,3.665,28.23,2499.26,98.31,15.23,1.29,PASS
BAT_0042,2,3.725,29.76,2391.55,98.31,21.58,0.8,PASS
BAT_0042,3,3.657,29.62,2512.13,99.34,18.68,1.33,PASS
BAT_0042,4,3.957,48.21,2141.24,91.11,3.96,3.12,FAIL
BAT_0042,5,3.738,21.68,2537.75,97.27,26.69,1.34,PASS
BAT_0042,6,3.697,24.64,2532.89,99.56,15.25,0.94,PASS
BAT_0042,7,3.723,24.47,2456.29,98.98,27.36,1.83,PASS
BAT_0042,8,3.631,29.48,2440.23,97.3,25.6,0.85,PASS
BAT_0042,9,3.761,23.41,2539.38,97.69,26.48,1.22,PASS
BAT_0042,10,3.53,51.96,2178.67,72.44,8.4,4.74,FAIL
BAT_0042,11,3.687,20.59,2400.01,99.78,32.27,1.91,PASS
BAT_0042,12,3.627,32.21,2368.46,95.66,44.95,2.29,WARNING
BAT_0042,13,3.74,20.87,2494.15,98.23,26.35,1.81,PASS
BAT_0042,14,3.62,32.97,2365.48,95.26,38.29,2.42,WARNING
BAT_0042,15,3.62,31.91,2337.69,94.58,43.46,2.43,WARNING
BAT_0042,16,3.619,34.27,2349.94,96.39,40.17,2.46,WARNING
BAT_0042,17,3.614,30.96,2365.85,93.29,42.28,2.3,WARNING
BAT_0042,18,3.745,23.5,2376.09,99.76,23.38,1.96,PASS
BAT_0042,19,3.718,27.87,2461.74,97.67,29.16,1.39,PASS
BAT_0042,20,3.648,22.03,2423.34,99.57,33.68,1.54,PASS
BAT_0042,21,3.398,51.98,2191.49,75.93,51.44,4.54,FAIL
BAT_0042,22,3.754,26.41,2410.14,99.56,26.21,1.3,PASS
BAT_0042,23,3.649,28.46,2483.89,97.55,28.7,1.2,PASS
BAT_0042,24,3.667,28.99,2398.15,98.4,22.55,0.95,PASS
BAT_0042,25,3.714,28.07,2458.7,97.9,34.19,1.27,PASS
BAT_0042,26,3.643,26.26,2525.24,99.38,18.79,1.87,PASS
BAT_0042,27,3.719,21.3,2389.05,99.69,23.89,1.73,PASS
BAT_0042,28,3.627,32.43,2311.22,96.91,44.75,2.33,WARNING
BAT_0042,29,3.688,24.31,2528.4,99.78,34.38,1.37,PASS
BAT_0042,30,3.619,30.1,2317.98,94.88,42.41,2.64,WARNING
BAT_0042,31,3.746,24.26,2538.12,98.19,24.48,1.42,PASS
BAT_0042,32,3.843,50.02,2263.08,75.51,6.29,3.36,FAIL
BAT_0042,33,3.759,29.57,2385.62,98.84,23.49,1.79,PASS
BAT_0042,34,3.648,29.11,2391.93,97.03,31.95,1.77,PASS
BAT_0042,35,3.616,34.37,2318.65,93.97,37.38,2.52,WARNING
BAT_0042,36,3.702,26.49,2394.55,97.87,26.18,1.45,PASS
BAT_0042,37,3.753,24.56,2456.43,98.24,18.61,0.91,PASS
BAT_0042,38,3.857,45.42,2264.11,87.48,46.03,3.23,FAIL
BAT_0042,39,3.644,21.63,2546.93,99.23,29.6,0.92,PASS
BAT_0042,40,3.724,27.97,2492.24,98.89,32.14,1.87,PASS
BAT_0042,41,3.754,20.36,2444.12,98.88,29.94,0.99,PASS
BAT_0042,42,3.615,34.99,2367.86,96.38,39.32,2.91,WARNING
BAT_0042,43,3.678,23.21,2502.84,99.98,23.93,1.76,PASS
BAT_0042,44,3.728,23.05,2457.65,97.79,33.17,1.47,PASS
BAT_0042,45,3.604,30.39,2370.27,93.44,35.67,2.79,WARNING
BAT_0042,46,3.716,23.03,2498.91,98.36,22.66,1.13,PASS
BAT_0042,47,3.764,22.12,2378.66,97.2,24.03,1.56,PASS
BAT_0042,48,3.642,20.22,2417.84,97.25,34.71,0.81,PASS
BAT_0042,49,3.692,27.72,2541.72,97.3,24.47,1.89,PASS
BAT_0042,50,3.636,23.13,2496.13,99.12,33.79,1.82,PASS
BAT_0043,1,3.637,29.97,2505.31,98.01,27.6,0.91,PASS
BAT_0043,2,3.693,23.12,2417.58,98.92,20.87,2.0,PASS
BAT_0043,3,3.6,34.84,2329.04,93.09,38.88,2.64,WARNING
BAT_0043,4,3.827,42.03,2218.16,82.61,52.4,5.93,FAIL
BAT_0043,5,3.727,23.72,2395.26,98.74,15.06,1.52,PASS
BAT_0043,6,3.621,34.55,2306.13,93.57,43.75,2.4,WARNING
BAT_0043,7,3.693,20.31,2508.11,99.94,15.51,1.51,PASS
BAT_0043,8,3.694,21.84,2454.02,98.45,21.03,1.7,PASS
BAT_0043,9,3.738,25.63,2503.45,99.7,17.07,1.96,PASS
BAT_0043,10,3.71,21.55,2401.34,97.94,15.51,0.85,PASS
BAT_0043,11,3.745,20.24,2375.38,98.94,16.33,1.9,PASS
BAT_0043,12,3.736,22.31,2384.49,99.84,27.05,1.05,PASS
BAT_0043,13,3.632,22.61,2420.33,99.12,33.35,1.27,PASS
BAT_0043,14,3.76,26.04,2436.6,99.01,34.95,0.83,PASS
BAT_0043,15,3.705,25.08,2471.92,97.72,34.12,0.81,PASS
BAT_0043,16,3.742,26.64,2412.89,97.4,23.29,1.61,PASS
BAT_0043,17,3.739,22.43,2378.53,97.92,17.37,1.74,PASS
BAT_0043,18,3.807,37.39,2093.42,83.66,4.34,4.0,FAIL
BAT_0043,19,3.749,27.22,2424.45,97.63,16.93,1.38,PASS
BAT_0043,20,3.932,50.74,1849.36,76.45,8.41,5.81,FAIL
BAT_0043,21,3.989,46.38,1955.65,89.38,3.29,4.34,FAIL
BAT_0043,22,3.61,32.13,2355.59,94.0,35.0,2.86,WARNING
BAT_0043,23,3.728,28.48,2446.81,98.34,23.25,1.73,PASS
BAT_0043,24,3.691,26.73,2436.1,98.23,19.46,1.31,PASS
BAT_0043,25,3.711,29.25,2448.88,98.76,18.64,0.93,PASS
BAT_0043,26,3.503,48.74,2076.01,78.77,2.51,5.02,FAIL
BAT_0043,27,3.67,24.25,2429.84,98.5,29.81,1.56,PASS
BAT_0043,28,3.686,27.5,2417.49,97.83,33.94,1.43,PASS
BAT_0043,29,3.73,24.49,2545.64,97.22,29.42,1.8,PASS
BAT_0043,30,3.622,33.4,2354.35,93.64,44.18,2.77,WARNING
BAT_0043,31,3.736,23.32,2468.69,97.34,30.69,0.93,PASS
BAT_0043,32,3.614,34.98,2318.26,94.25,44.22,2.28,WARNING
BAT_0043,33,3.703,26.18,2495.34,99.43,33.94,1.55,PASS
BAT_0043,34,3.612,34.88,2359.62,94.95,39.84,2.08,WARNING
BAT_0043,35,3.71,26.11,2470.04,98.63,32.63,1.59,PASS
BAT_0043,36,3.612,33.5,2330.35,96.55,39.13,2.96,WARNING
BAT_0043,37,3.607,32.59,2328.62,93.97,40.41,2.95,WARNING
BAT_0043,38,3.603,30.77,2366.32,93.67,41.04,2.6,WARNING
BAT_0043,39,3.638,22.6,2376.61,97.86,33.98,1.06,PASS
BAT_0043,40,3.604,32.7,2314.81,94.42,42.32,2.16,WARNING
BAT_0043,41,3.734,20.33,2517.11,97.77,18.66,1.18,PASS
BAT_0043,42,3.73,23.29,2533.76,98.24,22.96,1.15,PASS
BAT_0043,43,3.703,29.14,2535.44,99.09,28.7,1.06,PASS
BAT_0043,44,3.739,23.12,2422.64,99.49,29.51,2.0,PASS
BAT_0043,45,3.641,27.21,2526.58,98.2,34.53,1.59,PASS
BAT_0043,46,3.715,21.59,2452.51,97.9,15.52,1.36,PASS
BAT_0043,47,3.699,21.04,2510.95,98.84,33.12,1.62,PASS
BAT_0043,48,3.77,28.42,2457.4,99.74,32.42,1.97,PASS
BAT_0043,49,3.713,24.65,2523.14,98.95,20.26,1.95,PASS
BAT_0043,50,3.647,28.8,2513.27,99.37,33.12,1.27,PASS
BAT_0044,1,3.659,25.29,2410.53,98.84,15.12,1.8,PASS
BAT_0044,2,3.692,26.44,2531.56,98.0,20.3,1.2,PASS
BAT_0044,3,3.721,26.35,2426.62,97.94,19.81,1.91,PASS
BAT_0044,4,3.762,22.77,2480.77,98.54,24.41,0.99,PASS
BAT_0044,5,3.616,34.11,2355.62,95.51,40.61,2.7,WARNING
BAT_0044,6,3.617,30.07,2327.49,95.11,39.92,2.09,WARNING
BAT_0044,7,3.681,20.44,2427.48,97.77,19.01,1.48,PASS
BAT_0044,8,3.623,34.84,2315.11,93.48,38.91,2.97,WARNING
BAT_0044,9,3.601,30.33,2330.1,93.63,40.1,2.16,WARNING
BAT_0044,10,3.62,30.65,2369.85,95.59,41.82,2.07,WARNING
BAT_0044,11,3.664,29.43,2484.08,97.03,32.25,1.79,PASS
BAT_0044,12,3.754,28.59,2385.6,99.23,20.45,1.69,PASS
BAT_0044,13,3.903,46.65,1929.11,83.9,51.96,4.07,FAIL
BAT_0044,14,3.646,27.51,2524.14,97.25,19.96,1.73,PASS
BAT_0044,15,3.761,23.08,2508.38,97.1,34.75,1.11,PASS
BAT_0044,16,3.632,22.24,2416.1,97.9,15.66,1.3,PASS
BAT_0044,17,3.715,21.21,2487.09,97.02,27.95,1.79,PASS
BAT_0044,18,3.755,27.25,2458.13,97.24,18.04,1.8,PASS
BAT_0044,19,3.744,25.4,2468.85,97.29,19.82,1.93,PASS
BAT_0044,20,3.695,22.4,2455.72,98.25,31.5,1.75,PASS
BAT_0044,21,3.757,21.65,2516.1,97.55,22.92,1.32,PASS
BAT_0044,22,3.753,23.27,2419.24,99.63,26.97,1.31,PASS
BAT_0044,23,3.698,24.17,2517.04,99.1,32.5,1.49,PASS
BAT_0044,24,3.85,42.21,1803.27,72.99,50.35,4.47,FAIL
BAT_0044,25,3.648,22.08,2400.64,97.81,20.12,1.0,PASS
BAT_0044,26,3.729,22.18,2392.94,98.23,30.17,1.93,PASS
BAT_0044,27,3.66,25.27,2537.22,99.22,18.29,0.96,PASS
BAT_0044,28,3.766,28.21,2508.28,97.51,22.2,1.39,PASS
BAT_0044,29,3.767,20.33,2412.68,97.71,23.44,1.36,PASS
BAT_0044,30,3.603,33.06,2333.7,94.9,41.23,2.79,WARNING
BAT_0044,31,3.696,20.0,2405.74,98.27,26.17,1.08,PASS
BAT_0044,32,3.677,28.79,2526.93,98.29,21.38,0.89,PASS
BAT_0044,33,3.679,20.12,2508.01,99.22,27.01,1.99,PASS
BAT_0044,34,3.607,34.68,2308.01,93.52,38.62,2.12,WARNING
BAT_0044,35,3.864,39.39,2227.51,87.35,6.84,4.71,FAIL
BAT_0044,36,3.608,31.11,2362.82,94.13,37.6,2.7,WARNING
BAT_0044,37,3.694,20.66,2475.42,99.11,17.33,1.71,PASS
BAT_0044,38,3.644,24.61,2535.11,97.08,21.63,1.55,PASS
BAT_0044,39,3.697,23.59,2493.9,99.75,31.56,2.0,PASS
BAT_0044,40,3.894,52.52,1887.32,87.81,4.81,4.22,FAIL
BAT_0044,41,3.734,24.86,2474.65,98.75,19.62,1.28,PASS
BAT_0044,42,3.696,28.92,2383.63,98.21,20.76,1.36,PASS
BAT_0044,43,3.732,24.0,2419.51,97.34,27.38,1.3,PASS
BAT_0044,44,3.624,34.4,2346.97,95.83,44.0,2.59,WARNING
BAT_0044,45,3.677,26.62,2532.42,97.68,24.34,1.72,PASS
BAT_0044,46,3.67,20.36,2494.44,98.4,24.88,1.29,PASS
BAT_0044,47,3.678,25.66,2404.37,97.77,25.64,1.99,PASS
BAT_0044,48,3.619,30.15,2344.3,94.75,39.24,2.61,WARNING
BAT_0044,49,3.465,44.23,2246.32,86.89,0.97,3.35,FAIL
BAT_0044,50,3.663,24.53,2465.12,99.55,23.44,1.31,PASS
BAT_0045,1,3.728,26.17,2542.53,99.31,32.23,1.93,PASS
BAT_0045,2,3.736,25.08,2386.08,98.78,25.0,2.0,PASS
BAT_0045,3,3.768,28.68,2408.16,98.94,16.41,1.84,PASS
BAT_0045,4,3.682,28.64,2397.25,97.93,28.94,1.56,PASS
BAT_0045,5,3.616,31.47,2318.96,93.34,41.17,2.55,WARNING
BAT_0045,6,3.738,20.41,2409.63,97.81,21.76,1.3,PASS
BAT_0045,7,3.701,25.54,2450.18,98.61,16.32,1.83,PASS
BAT_0045,8,3.712,26.44,2430.01,97.17,29.38,1.67,PASS
BAT_0045,9,3.764,28.92,2449.86,97.24,23.0,1.28,PASS
BAT_0045,10,3.664,22.52,2426.21,99.17,21.43,0.83,PASS
BAT_0045,11,3.692,27.25,2474.13,98.76,18.54,1.67,PASS
BAT_0045,12,3.635,21.22,2489.3,97.18,16.04,1.97,PASS
BAT_0045,13,3.736,24.45,2387.17,97.64,22.15,1.46,PASS
BAT_0045,14,3.711,25.33,2504.96,99.67,25.26,1.84,PASS
BAT_0045,15,3.703,23.44,2505.47,98.49,21.17,1.18,PASS
BAT_0045,16,3.333,37.62,1997.38,85.38,0.63,3.98,FAIL
BAT_0045,17,3.636,28.24,2525.53,98.67,33.38,1.63,PASS
BAT_0045,18,3.674,21.58,2516.47,98.92,23.36,0.98,PASS
BAT_0045,19,3.678,25.05,2533.89,97.23,25.39,1.52,PASS
BAT_0045,20,3.699,24.99,2460.13,98.67,17.39,0.97,PASS
BAT_0045,21,3.662,23.49,2524.34,99.82,33.16,1.0,PASS
BAT_0045,22,3.747,20.92,2530.25,98.92,18.54,1.02,PASS
BAT_0045,23,3.706,29.49,2529.91,97.98,16.72,0.87,PASS
BAT_0045,24,3.628,31.48,2346.56,96.73,40.75,2.23,WARNING
BAT_0045,25,3.978,43.78,2231.23,81.85,59.92,4.29,FAIL
BAT_0045,26,3.501,36.69,2128.63,88.91,50.59,5.87,FAIL
BAT_0045,27,3.683,20.21,2435.73,97.52,30.04,1.3,PASS
BAT_0045,28,3.749,25.71,2398.73,99.52,26.86,1.95,PASS
BAT_0045,29,3.685,24.64,2451.38,97.69,32.59,1.83,PASS
BAT_0045,30,3.748,23.81,2491.82,97.11,26.29,1.36,PASS
BAT_0045,31,3.603,32.19,2334.58,96.32,40.27,2.3,WARNING
BAT_0045,32,3.688,23.17,2538.68,99.3,28.59,1.88,PASS
BAT_0045,33,3.683,21.53,2438.27,99.19,22.9,1.45,PASS
BAT_0045,34,3.668,25.32,2415.12,98.36,25.39,0.82,PASS
BAT_0045,35,3.606,31.68,2355.38,94.76,37.95,2.06,WARNING
BAT_0045,36,3.619,31.64,2323.06,94.0,44.94,2.9,WARNING
BAT_0045,37,3.615,33.67,2354.14,96.41,39.91,2.06,WARNING
BAT_0045,38,3.677,28.88,2522.62,99.7,18.72,0.86,PASS
BAT_0045,39,3.486,46.35,1882.7,90.17,59.27,5.59,FAIL
BAT_0045,40,3.729,20.26,2397.71,97.39,26.66,1.14,PASS
BAT_0045,41,3.751,28.14,2482.96,97.27,20.94,1.86,PASS
BAT_0045,42,3.643,29.25,2549.32,98.03,26.08,1.33,PASS
BAT_0045,43,3.64,20.07,2457.2,98.33,26.0,1.95,PASS
BAT_0045,44,3.902,40.05,2076.15,77.89,49.98,4.91,FAIL
BAT_0045,45,3.615,31.74,2319.45,94.68,39.29,2.7,WARNING
BAT_0045,46,3.607,32.36,2369.79,96.55,37.92,2.45,WARNING
BAT_0045,47,3.622,32.7,2310.73,95.68,37.03,2.89,WARNING
BAT_0045,48,3.665,23.48,2525.58,98.63,31.06,1.43,PASS
BAT_0045,49,3.627,34.85,2309.99,93.48,41.97,2.87,WARNING
BAT_0045,50,3.694,28.87,2420.54,99.45,32.08,1.43,PASS
BAT_0046,1,3.709,21.78,2487.74,98.03,28.26,0.85,PASS
BAT_0046,2,3.56,52.25,1828.59,75.52,56.13,3.25,FAIL
BAT_0046,3,3.715,29.69,2445.22,97.01,19.09,0.99,PASS
BAT_0046,4,3.678,29.01,2509.27,98.91,18.17,1.73,PASS
BAT_0046,5,3.607,33.86,2300.99,93.72,40.61,2.03,WARNING
BAT_0046,6,3.727,23.8,2414.3,99.7,16.75,1.21,PASS
BAT_0046,7,3.696,22.09,2381.04,98.35,27.22,1.22,PASS
BAT_0046,8,3.727,28.26,2380.5,97.95,16.89,1.74,PASS
BAT_0046,9,3.768,26.61,2398.84,97.68,17.64,0.85,PASS
BAT_0046,10,3.608,30.62,2363.15,94.44,39.88,2.2,WARNING
BAT_0046,11,3.677,22.95,2446.98,98.62,28.13,1.87,PASS
BAT_0046,12,3.634,20.81,2405.88,99.2,27.48,0.95,PASS
BAT_0046,13,3.751,29.4,2376.71,97.82,22.31,1.11,PASS
BAT_0046,14,3.632,20.91,2446.6,99.7,20.4,1.11,PASS
BAT_0046,15,3.695,24.32,2510.37,98.97,24.4,1.98,PASS
BAT_0046,16,3.669,27.73,2481.57,99.84,34.56,1.06,PASS
BAT_0046,17,3.829,43.15,2036.95,87.31,7.83,4.04,FAIL
BAT_0046,18,3.524,44.24,2142.15,90.63,5.99,3.81,FAIL
BAT_0046,19,3.618,30.25,2329.33,95.42,38.35,2.63,WARNING
BAT_0046,20,3.659,20.34,2413.26,97.95,22.83,1.01,PASS
BAT_0046,21,3.609,33.07,2320.7,93.12,44.17,2.92,WARNING
BAT_0046,22,3.951,54.63,2135.19,72.21,4.17,4.71,FAIL
BAT_0046,23,3.76,24.61,2474.51,98.94,28.67,1.29,PASS
BAT_0046,24,3.717,25.58,2536.93,98.89,32.9,1.23,PASS
BAT_0046,25,3.64,29.12,2495.74,98.87,18.24,1.16,PASS
BAT_0046,26,3.611,34.76,2369.13,93.64,43.27,2.88,WARNING
BAT_0046,27,3.621,33.1,2301.2,93.92,43.62,2.94,WARNING
BAT_0046,28,3.625,33.59,2340.5,93.95,41.66,2.51,WARNING
BAT_0046,29,3.688,29.58,2533.61,97.88,16.27,1.57,PASS
BAT_0046,30,3.745,22.4,2442.71,97.83,21.87,1.65,PASS
BAT_0046,31,3.757,23.24,2435.16,98.07,29.67,1.32,PASS
BAT_0046,32,3.77,20.21,2533.3,98.51,22.04,1.36,PASS
BAT_0046,33,3.629,32.6,2312.47,95.93,42.75,2.67,WARNING
BAT_0046,34,3.649,25.82,2447.68,97.6,25.94,1.8,PASS
BAT_0046,35,3.622,31.27,2353.11,96.22,44.83,2.59,WARNING
BAT_0046,36,3.684,26.95,2487.93,97.07,24.45,1.09,PASS
BAT_0046,37,3.61,32.68,2357.87,94.49,44.67,2.74,WARNING
BAT_0046,38,3.69,24.51,2445.4,97.02,18.13,1.5,PASS
BAT_0046,39,3.644,22.61,2503.23,97.45,26.34,1.66,PASS
BAT_0046,40,3.73,26.69,2520.49,97.05,33.59,0.91,PASS
BAT_0046,41,3.677,29.45,2473.91,98.82,15.88,1.32,PASS
BAT_0046,42,3.901,39.53,2009.13,86.52,1.44,3.83,FAIL
BAT_0046,43,3.675,25.53,2379.48,99.59,30.37,1.46,PASS
BAT_0046,44,3.706,21.33,2430.97,99.89,34.94,1.3,PASS
BAT_0046,45,3.742,29.98,2523.67,98.44,25.99,1.27,PASS
BAT_0046,46,3.766,21.1,2453.32,99.83,22.39,0.98,PASS
BAT_0046,47,3.682,23.41,2414.78,97.1,19.58,0.95,PASS
BAT_0046,48,3.762,20.25,2544.96,97.2,26.23,1.08,PASS
BAT_0046,49,3.634,24.17,2481.65,99.54,25.96,1.86,PASS
BAT_0046,50,3.689,27.47,2462.62,97.8,17.55,1.48,PASS
BAT_0047,1,3.657,27.66,2382.31,98.7,24.19,1.34,PASS
BAT_0047,2,3.382,50.74,2177.36,75.57,57.29,5.96,FAIL
BAT_0047,3,3.702,25.33,2535.1,99.92,28.03,1.4,PASS
BAT_0047,4,3.63,23.69,2526.83,98.93,31.83,0.89,PASS
BAT_0047,5,3.659,26.16,2519.96,97.1,16.21,1.74,PASS
BAT_0047,6,3.647,28.68,2415.04,97.1,20.08,1.72,PASS
BAT_0047,7,3.621,32.41,2368.45,93.02,37.52,2.59,WARNING
BAT_0047,8,3.756,22.22,2457.24,99.13,18.11,1.63,PASS
BAT_0047,9,3.666,20.03,2545.12,98.14,21.24,1.94,PASS
BAT_0047,10,3.796,41.21,2177.02,74.28,0.54,4.11,FAIL
BAT_0047,11,3.605,31.96,2362.56,93.23,37.58,2.32,WARNING
BAT_0047,12,3.751,29.61,2530.09,98.85,26.44,1.96,PASS
BAT_0047,13,3.679,22.39,2508.2,98.71,16.94,1.0,PASS
BAT_0047,14,3.629,32.38,2344.18,94.37,43.16,2.4,WARNING
BAT_0047,15,3.662,22.58,2433.42,97.1,29.07,1.31,PASS
BAT_0047,16,3.666,24.15,2478.39,98.03,19.79,1.44,PASS
BAT_0047,17,3.753,21.85,2426.35,99.39,31.77,1.36,PASS
BAT_0047,18,3.74,20.77,2434.73,98.82,17.19,1.07,PASS
BAT_0047,19,3.715,20.57,2459.96,97.64,34.87,1.89,PASS
BAT_0047,20,3.632,23.54,2506.99,97.63,18.82,0.98,PASS
BAT_0047,21,3.697,22.6,2523.08,99.74,16.09,1.18,PASS
BAT_0047,22,3.637,27.02,2458.32,99.28,30.13,1.83,PASS
BAT_0047,23,3.63,24.05,2382.38,99.53,25.84,1.03,PASS
BAT_0047,24,3.608,31.45,2366.91,95.33,38.72,2.4,WARNING
BAT_0047,25,3.724,20.51,2542.01,97.08,24.04,0.95,PASS
BAT_0047,26,3.654,25.25,2481.11,98.17,28.31,1.79,PASS
BAT_0047,27,3.76,28.33,2503.56,98.66,31.98,1.53,PASS
BAT_0047,28,3.663,26.37,2549.97,97.67,15.53,1.47,PASS
BAT_0047,29,3.745,21.11,2437.4,97.95,32.93,0.95,PASS
BAT_0047,30,3.769,23.92,2471.4,97.52,27.8,1.87,PASS
BAT_0047,31,3.713,27.98,2437.42,97.88,21.98,1.73,PASS
BAT_0047,32,3.606,34.68,2338.08,93.57,36.63,2.5,WARNING
BAT_0047,33,3.408,54.07,2290.15,90.81,8.04,3.58,FAIL
BAT_0047,34,3.732,21.21,2493.06,98.44,24.84,1.48,PASS
BAT_0047,35,3.732,26.51,2549.06,97.43,31.01,1.72,PASS
BAT_0047,36,3.661,29.44,2473.53,97.03,25.7,1.26,PASS
BAT_0047,37,3.731,26.51,2406.48,98.49,27.05,1.0,PASS
BAT_0047,38,3.622,31.6,2309.49,94.54,36.94,2.09,WARNING
BAT_0047,39,3.708,23.01,2491.92,98.58,28.29,0.94,PASS
BAT_0047,40,3.732,29.14,2499.96,97.61,25.5,1.72,PASS
BAT_0047,41,3.733,25.3,2491.22,97.69,22.37,1.01,PASS
BAT_0047,42,3.606,32.73,2322.67,96.17,36.38,2.99,WARNING
BAT_0047,43,3.988,37.64,2272.11,88.93,54.94,5.67,FAIL
BAT_0047,44,3.61,32.41,2316.14,94.29,43.13,2.76,WARNING
BAT_0047,45,3.645,20.42,2387.34,99.99,22.98,1.66,PASS
BAT_0047,46,3.814,39.31,1948.21,81.25,46.33,4.42,FAIL
BAT_0047,47,3.628,31.37,2345.26,94.76,41.68,2.17,WARNING
