motor_id,test_cycle,rated_power_W,no_load_rpm,phase_winding_resistance_ohm,phase_imbalance_percent,torque_output_Nm,torque_ripple_percent,hall_sensor_voltage_V,hall_signal_integrity_percent,efficiency_percent,qc_status
MTR_0044,31,1361.17,3023.78,0.349,3.73,4.01,6.22,5.34,94.2,84.97,WARNING
MTR_0044,32,1406.68,3172.45,0.272,3.45,4.14,1.66,4.96,99.03,92.43,PASS
MTR_0044,33,1337.91,3352.28,0.377,4.34,3.95,6.22,5.34,94.92,83.6,WARNING
MTR_0044,34,1408.09,3144.06,0.319,2.83,5.03,3.19,5.12,99.63,85.96,PASS
MTR_0044,35,1510.31,3331.7,0.296,0.54,4.05,1.64,5.1,99.87,94.26,PASS
MTR_0044,36,1373.01,3386.65,0.369,3.77,4.03,5.63,4.74,94.85,83.57,WARNING
MTR_0044,37,1339.07,3024.99,0.354,4.25,4.05,6.27,4.7,92.71,82.46,WARNING
MTR_0044,38,1594.24,3118.08,0.293,0.55,4.09,2.86,4.86,98.17,87.6,PASS
MTR_0044,39,1428.56,3173.32,0.256,3.0,4.51,3.47,5.01,98.13,86.46,PASS
MTR_0044,40,1356.63,3367.81,0.383,4.01,4.03,5.64,4.69,94.54,84.0,WARNING
MTR_0044,41,1649.37,2779.33,0.478,5.23,1.83,8.83,6.26,81.87,74.37,FAIL
MTR_0044,42,976.0,2217.48,0.433,11.93,3.69,7.19,6.48,90.77,73.31,FAIL
MTR_0044,43,1470.39,3141.38,0.253,1.51,4.91,4.02,4.81,97.87,85.33,PASS
MTR_0044,44,1438.69,3293.1,0.321,2.89,4.69,2.7,5.02,99.47,88.15,PASS
MTR_0044,45,1539.56,3187.33,0.329,0.79,4.17,1.53,5.02,98.52,89.16,PASS
MTR_0044,46,1492.68,3086.4,0.267,2.6,4.2,3.81,5.19,97.4,85.14,PASS
MTR_0044,47,1511.35,3154.45,0.32,3.08,5.06,2.23,4.97,99.73,86.62,PASS
MTR_0044,48,1402.34,3230.83,0.295,1.02,4.38,2.19,5.19,98.97,87.0,PASS
MTR_0044,49,1560.69,3222.15,0.33,1.36,5.05,3.53,4.85,98.56,86.0,PASS
MTR_0044,50,1584.28,3312.76,0.322,1.46,5.1,3.92,5.19,98.67,86.19,PASS
MTR_0045,1,1146.39,2462.4,0.68,11.72,3.01,9.42,3.61,81.04,45.33,FAIL
MTR_0045,2,1408.95,3274.36,0.321,2.33,4.48,2.4,4.95,98.71,93.2,PASS
MTR_0045,3,1522.04,3151.64,0.261,1.49,4.14,1.39,5.05,97.98,93.37,PASS
MTR_0045,4,1567.67,3072.49,0.331,1.25,5.16,3.06,4.9,98.03,88.61,PASS
MTR_0045,5,1438.53,3112.24,0.256,1.59,5.04,1.92,5.03,97.43,91.28,PASS
MTR_0045,6,968.3,2842.24,0.601,8.91,3.73,14.36,3.88,88.42,77.08,FAIL
MTR_0045,7,1466.48,3143.32,0.314,2.83,5.14,3.92,5.05,97.97,88.67,PASS
MTR_0045,8,1503.19,3164.16,0.259,2.45,4.62,3.0,5.2,97.72,86.45,PASS
MTR_0045,9,1490.15,3221.71,0.254,0.83,4.57,3.45,4.95,99.34,88.43,PASS
MTR_0045,10,1456.1,3194.2,0.279,2.46,4.54,4.31,5.19,97.85,94.97,PASS
MTR_0045,11,1510.15,3271.47,0.312,1.71,5.05,2.66,4.84,99.93,89.75,PASS
MTR_0045,12,1328.34,3372.13,0.389,4.85,4.0,6.07,4.73,94.54,84.21,WARNING
MTR_0045,13,1402.61,3253.49,0.32,2.99,4.2,3.75,5.2,99.53,88.02,PASS
MTR_0045,14,1405.2,3257.49,0.323,1.33,4.72,1.08,5.2,99.8,94.8,PASS
MTR_0045,15,1367.54,3036.21,0.372,4.61,3.97,5.03,4.72,93.76,83.59,WARNING
MTR_0045,16,1363.11,3356.49,0.351,4.25,3.98,5.31,5.3,96.39,83.89,WARNING
MTR_0045,17,1415.13,3124.57,0.307,2.8,4.79,1.16,5.16,98.19,87.94,PASS
MTR_0045,18,1465.57,3061.27,0.324,0.67,4.72,4.98,5.11,98.97,91.29,PASS
MTR_0045,19,1474.38,3295.46,0.314,3.07,4.82,3.82,5.21,97.29,94.55,PASS
MTR_0045,20,1442.38,3073.98,0.275,2.38,4.29,1.69,5.2,98.22,89.87,PASS
MTR_0045,21,1417.49,3177.91,0.294,1.6,4.98,2.13,5.02,99.16,94.15,PASS
MTR_0045,22,1575.78,3245.05,0.319,0.96,4.08,3.63,4.78,98.22,85.22,PASS
MTR_0045,23,1418.34,3282.66,0.254,2.89,4.67,1.1,4.93,98.33,89.85,PASS
MTR_0045,24,1589.06,3112.57,0.317,1.91,4.18,4.51,5.16,98.57,88.06,PASS
MTR_0045,25,1582.63,3286.79,0.341,2.28,4.74,3.64,5.06,99.82,88.91,PASS
MTR_0045,26,1518.61,3335.17,0.26,3.17,4.64,4.55,5.22,97.8,85.89,PASS
MTR_0045,27,1378.21,3396.54,0.349,4.02,3.89,5.93,4.74,93.94,83.62,WARNING
MTR_0045,28,1512.35,3075.39,0.327,0.68,4.12,2.68,4.87,97.42,94.66,PASS
MTR_0045,29,1386.17,3226.79,0.339,3.43,4.46,4.6,4.9,98.04,87.04,PASS
MTR_0045,30,1360.6,3353.67,0.377,3.82,3.99,5.11,4.68,96.83,83.95,WARNING
MTR_0045,31,1705.64,3921.33,0.54,8.76,2.39,8.16,3.37,86.96,51.68,FAIL
MTR_0045,32,1346.51,3391.97,0.353,4.81,3.95,5.85,4.7,96.73,84.26,WARNING
MTR_0045,33,1353.87,3021.46,0.361,4.03,4.04,5.86,4.69,95.7,83.83,WARNING
MTR_0045,34,1375.06,3037.36,0.369,4.05,4.0,5.41,5.31,94.41,84.64,WARNING
MTR_0045,35,1536.4,3093.41,0.303,3.25,4.11,3.21,4.98,97.58,86.33,PASS
MTR_0045,36,1411.47,3337.23,0.32,1.34,4.82,2.85,4.87,99.06,94.26,PASS
MTR_0045,37,1533.15,3091.98,0.326,1.02,5.13,3.48,5.18,99.65,88.99,PASS
MTR_0045,38,1418.91,3153.36,0.308,1.22,4.66,4.72,4.92,98.94,94.32,PASS
MTR_0045,39,1339.61,3027.83,0.35,3.75,3.99,6.74,4.75,92.23,83.07,WARNING
MTR_0045,40,1581.73,3161.5,0.332,1.06,4.54,4.3,5.18,98.83,91.99,PASS
MTR_0045,41,1218.79,4127.06,0.602,7.89,2.66,8.63,3.75,72.73,61.12,FAIL
MTR_0045,42,1594.89,3077.57,0.281,1.01,4.67,3.68,4.76,97.2,85.85,PASS
MTR_0045,43,1562.18,3348.3,0.275,3.14,4.79,1.64,4.9,97.36,93.09,PASS
MTR_0045,44,1471.79,3278.54,0.252,2.29,4.91,3.77,4.8,99.36,90.89,PASS
MTR_0045,45,1567.97,3229.0,0.258,0.81,5.08,1.81,4.78,99.7,92.1,PASS
MTR_0045,46,1520.35,3213.37,0.272,0.91,5.04,1.16,4.94,97.6,90.62,PASS
MTR_0045,47,1348.73,3022.95,0.348,4.69,3.87,6.61,5.31,96.72,84.51,WARNING
MTR_0045,48,1583.48,3188.34,0.344,3.32,4.12,1.05,4.83,99.08,89.62,PASS
MTR_0045,49,1397.89,3302.52,0.283,1.77,4.74,4.31,4.97,99.34,93.91,PASS
MTR_0045,50,1127.69,3806.42,0.683,11.91,3.25,8.23,4.18,68.44,72.66,FAIL
MTR_0046,1,1721.16,4158.45,0.555,6.13,2.55,13.01,6.19,72.99,45.62,FAIL
MTR_0046,2,1491.8,3147.88,0.271,2.36,5.0,4.67,5.01,98.86,85.67,PASS
MTR_0046,3,1323.76,3038.89,0.36,4.72,3.99,6.74,4.67,95.33,82.39,WARNING
MTR_0046,4,1432.62,3287.7,0.317,3.32,4.39,3.83,5.07,98.89,86.46,PASS
MTR_0046,5,1323.05,3381.08,0.348,3.92,3.96,5.43,5.3,92.12,84.81,WARNING
MTR_0046,6,1498.7,3296.7,0.304,2.53,4.32,4.95,4.77,97.43,86.36,PASS
MTR_0046,7,1451.48,3154.28,0.331,0.69,4.33,2.33,5.0,97.34,90.22,PASS
MTR_0046,8,1482.83,3083.54,0.271,3.23,4.44,4.79,5.15,99.37,86.43,PASS
MTR_0046,9,1560.78,3156.52,0.308,3.34,5.07,3.88,5.0,99.49,88.46,PASS
MTR_0046,10,1406.7,3064.62,0.26,0.71,5.09,2.78,4.99,99.65,90.88,PASS
MTR_0046,11,1481.01,3326.81,0.345,2.97,5.13,3.2,4.8,98.78,88.28,PASS
MTR_0046,12,1526.98,3278.7,0.288,1.61,4.48,1.28,5.23,99.77,85.2,PASS
MTR_0046,13,1371.3,3389.92,0.371,4.12,3.87,6.78,4.73,93.95,84.68,WARNING
MTR_0046,14,1371.61,3372.74,0.362,4.48,3.86,6.92,4.7,94.65,84.98,WARNING
MTR_0046,15,1285.08,4018.57,0.432,7.84,3.0,8.67,5.5,82.63,71.85,FAIL
MTR_0046,16,1388.86,3201.79,0.286,3.47,4.99,1.76,4.9,97.11,88.76,PASS
MTR_0046,17,1526.71,3259.92,0.317,1.99,5.03,2.24,4.81,98.83,86.29,PASS
MTR_0046,18,1937.45,2541.78,0.64,5.46,2.35,8.31,6.37,90.6,49.66,FAIL
MTR_0046,19,1473.6,3057.79,0.275,1.57,4.46,1.79,4.96,98.37,93.55,PASS
MTR_0046,20,1336.59,3362.29,0.366,4.8,3.92,5.71,4.69,96.03,84.64,WARNING
MTR_0046,21,1545.38,3323.91,0.294,3.03,5.17,4.72,5.24,98.93,85.32,PASS
MTR_0046,22,1457.37,3241.3,0.331,1.49,4.9,2.34,5.24,99.85,88.75,PASS
MTR_0046,23,1525.35,3166.58,0.274,3.2,5.1,4.59,5.03,98.93,90.03,PASS
MTR_0046,24,1568.78,3227.94,0.259,2.27,4.18,1.93,5.0,99.41,92.55,PASS
MTR_0046,25,1393.59,3324.34,0.309,2.47,5.06,2.99,5.17,99.92,94.08,PASS
MTR_0046,26,1384.66,3233.38,0.289,1.73,4.25,4.68,4.84,98.84,94.74,PASS
MTR_0046,27,1395.54,3074.12,0.34,1.12,4.18,1.87,4.98,99.54,93.33,PASS
MTR_0046,28,1379.95,3362.35,0.39,3.64,4.02,6.19,5.3,95.27,84.44,WARNING
MTR_0046,29,1569.7,3300.0,0.303,3.02,5.14,1.86,4.93,99.04,87.68,PASS
MTR_0046,30,1569.99,3202.04,0.252,2.6,5.15,2.69,4.82,99.12,86.92,PASS
MTR_0046,31,1481.83,3143.65,0.264,2.29,4.97,4.25,5.08,98.14,89.32,PASS
MTR_0046,32,1599.25,3161.84,0.317,1.9,4.97,3.49,4.79,97.38,86.11,PASS
MTR_0046,33,1515.79,3195.61,0.33,2.79,4.38,4.37,4.81,97.21,85.92,PASS
MTR_0046,34,1374.47,3047.21,0.376,4.41,3.91,5.79,4.65,92.16,84.92,WARNING
MTR_0046,35,1385.22,3337.9,0.328,0.58,4.11,3.84,5.09,98.58,93.36,PASS
MTR_0046,36,1230.64,3437.89,0.525,6.04,3.01,10.27,5.64,81.93,77.04,FAIL
MTR_0046,37,1545.32,3292.9,0.323,0.87,5.13,1.19,5.08,97.36,93.72,PASS
MTR_0046,38,1387.55,3164.69,0.32,1.06,4.15,4.82,5.21,97.35,86.88,PASS
MTR_0046,39,1557.57,3206.37,0.261,2.91,4.37,2.46,4.97,98.33,90.58,PASS
MTR_0046,40,1353.79,3366.74,0.382,4.76,3.95,5.81,4.74,93.75,84.96,WARNING
MTR_0046,41,1516.31,3120.07,0.277,1.44,4.98,1.87,5.11,97.88,90.36,PASS
MTR_0046,42,1477.88,3308.72,0.289,1.09,4.18,3.46,4.95,98.43,91.55,PASS
MTR_0046,43,1395.65,3181.66,0.297,2.2,5.06,3.56,4.95,98.91,91.89,PASS
MTR_0046,44,1380.64,3338.65,0.291,1.85,4.24,4.48,4.85,98.16,85.28,PASS
MTR_0046,45,1487.81,3176.02,0.326,1.49,4.68,2.71,4.9,97.46,87.89,PASS
MTR_0046,46,1506.76,3081.87,0.308,1.71,4.17,3.37,4.96,97.55,89.64,PASS
MTR_0046,47,1341.68,3039.55,0.364,3.71,3.89,6.87,4.69,95.66,82.82,WARNING
MTR_0046,48,1379.54,3036.5,0.379,3.9,4.04,6.86,5.27,94.15,84.15,WARNING
MTR_0046,49,1580.7,3326.95,0.342,1.52,4.79,3.43,5.16,97.4,89.0,PASS
MTR_0046,50,2051.18,2551.69,0.621,11.81,3.14,13.67,5.75,57.68,47.72,FAIL
MTR_0047,1,1396.01,3284.56,0.319,0.79,4.67,4.4,5.16,98.81,87.26,PASS
MTR_0047,2,1587.9,3209.59,0.297,1.18,4.28,2.92,5.06,97.9,86.22,PASS
MTR_0047,3,1404.56,3241.51,0.333,0.83,4.27,1.52,5.09,98.82,91.17,PASS
MTR_0047,4,1429.84,3325.02,0.272,3.44,4.67,1.42,5.06,99.32,85.66,PASS
MTR_0047,5,1339.71,3044.86,0.377,3.81,4.01,6.11,5.31,95.26,84.48,WARNING
MTR_0047,6,1345.07,3362.21,0.382,4.45,3.89,5.33,4.73,95.08,82.35,WARNING
MTR_0047,7,1596.21,3336.07,0.34,2.96,4.36,3.58,4.88,98.07,92.37,PASS
MTR_0047,8,1013.23,3763.77,0.432,9.08,1.89,9.32,6.4,54.6,74.9,FAIL
MTR_0047,9,1430.13,3284.58,0.298,2.28,4.53,2.61,4.82,99.0,89.1,PASS
MTR_0047,10,1535.56,3168.6,0.256,2.17,4.26,1.3,4.88,98.92,90.08,PASS
MTR_0047,11,1463.7,3215.79,0.277,2.05,4.31,2.62,4.95,98.1,87.88,PASS
MTR_0047,12,1380.83,3069.48,0.345,0.66,4.72,1.59,4.97,98.72,86.29,PASS
MTR_0047,13,1436.77,3300.17,0.267,0.76,4.31,4.43,4.89,98.3,86.63,PASS
MTR_0047,14,1466.4,3216.26,0.255,2.6,4.37,4.12,4.84,98.85,88.45,PASS
MTR_0047,15,927.75,4020.74,0.693,7.25,3.04,12.25,3.99,75.17,80.82,FAIL
MTR_0047,16,1441.44,3286.33,0.337,2.83,4.86,2.72,4.8,97.08,85.09,PASS
MTR_0047,17,1506.18,3156.03,0.268,3.21,4.81,3.37,4.85,97.55,94.03,PASS
MTR_0047,18,1358.97,3036.93,0.358,4.75,3.99,6.2,4.74,96.96,82.54,WARNING
MTR_0047,19,1542.38,3252.47,0.309,2.05,4.66,3.19,5.23,98.15,86.79,PASS
MTR_0047,20,1410.66,3306.66,0.274,2.09,5.2,3.78,5.12,99.73,91.46,PASS
MTR_0047,21,1437.32,3175.57,0.297,1.49,5.19,4.25,5.01,97.42,93.91,PASS
MTR_0047,22,1465.74,3131.73,0.319,3.18,4.63,4.47,4.76,97.69,92.84,PASS
MTR_0047,23,1410.23,3312.21,0.254,2.41,4.26,1.52,4.83,97.14,94.95,PASS
MTR_0047,24,1498.42,3161.01,0.271,1.13,5.03,2.15,4.84,97.38,87.46,PASS
MTR_0047,25,1498.23,3179.42,0.31,0.98,4.88,1.96,5.11,97.66,92.67,PASS
MTR_0047,26,2044.4,2776.3,0.667,5.82,2.34,7.8,6.39,76.35,80.77,FAIL
MTR_0047,27,1408.33,3220.68,0.276,2.93,4.52,4.25,4.86,98.04,94.48,PASS
MTR_0047,28,1389.13,3241.38,0.308,2.91,4.73,4.32,4.83,98.94,92.12,PASS
MTR_0047,29,1324.97,3394.57,0.371,4.75,4.0,6.11,5.26,93.44,83.11,WARNING
MTR_0047,30,1378.3,3374.71,0.385,3.58,3.92,5.27,4.73,93.77,84.5,WARNING
MTR_0047,31,1341.08,3378.41,0.377,3.6,3.9,5.86,5.32,95.05,83.22,WARNING
MTR_0047,32,1451.48,3140.89,0.301,0.63,4.17,3.3,4.88,98.88,86.33,PASS
MTR_0047,33,1343.35,3354.0,0.387,3.73,3.96,5.19,4.66,94.34,84.96,WARNING
MTR_0047,34,1851.33,2833.28,0.531,9.53,1.68,7.64,4.23,54.26,67.32,FAIL
MTR_0047,35,1546.64,3318.67,0.258,3.45,4.18,2.67,5.1,99.14,85.62,PASS
MTR_0047,36,1429.23,3054.89,0.343,0.79,4.68,4.09,5.03,97.98,90.5,PASS
MTR_0047,37,1435.66,3322.48,0.325,0.68,4.51,3.23,4.91,97.6,89.24,PASS
MTR_0047,38,1829.93,4047.97,0.417,6.65,3.76,11.13,4.01,53.72,62.08,FAIL
MTR_0047,39,1533.09,3289.9,0.261,2.75,4.22,1.03,4.96,97.62,91.75,PASS
MTR_0047,40,1366.93,3397.42,0.385,4.18,3.89,6.78,5.29,96.21,84.01,WARNING
MTR_0047,41,1514.55,3289.04,0.326,1.18,5.17,3.5,5.03,97.15,87.98,PASS
MTR_0047,42,1382.14,3158.28,0.257,0.77,4.21,2.25,4.88,98.52,94.63,PASS
MTR_0047,43,1551.63,3090.56,0.337,2.76,4.92,2.99,4.91,97.17,90.56,PASS
MTR_0047,44,1525.85,3081.25,0.317,2.23,4.1,1.51,4.95,98.96,86.87,PASS
MTR_0047,45,1522.12,3149.33,0.32,2.89,4.17,4.68,4.8,97.04,94.6,PASS
MTR_0047,46,1372.53,3350.58,0.367,3.79,3.9,6.28,5.29,96.06,82.79,WARNING
MTR_0047,47,1348.99,3024.1,0.376,4.55,3.96,6.73,5.29,94.63,84.47,WARNING
MTR_0047,48,1483.66,3331.75,0.338,0.6,4.2,2.7,5.25,97.48,85.44,PASS
MTR_0047,49,1555.9,3340.09,0.263,1.43,4.32,4.1,4.81,98.36,91.42,PASS
MTR_0047,50,1578.93,3239.38,0.26,2.54,4.77,1.94,5.17,97.21,89.63,PASS
MTR_0048,1,1506.27,3200.84,0.317,0.53,4.57,3.97,4.94,98.77,89.71,PASS
MTR_0048,2,1372.7,3039.92,0.363,4.28,3.99,5.67,4.73,94.29,82.95,WARNING
MTR_0048,3,1323.36,3036.9,0.39,3.91,3.96,5.49,5.33,94.68,84.24,WARNING
MTR_0048,4,1372.46,3389.52,0.365,4.96,3.96,6.27,5.3,95.2,83.2,WARNING
MTR_0048,5,1370.66,3367.44,0.368,4.7,3.99,6.53,5.27,96.23,83.66,WARNING
MTR_0048,6,1503.94,3169.88,0.299,3.26,4.4,3.54,4.77,98.27,86.33,PASS
MTR_0048,7,1565.91,3168.0,0.283,2.62,4.67,3.22,5.24,98.85,85.59,PASS
MTR_0048,8,1471.46,3243.71,0.306,1.57,4.84,3.22,5.21,99.96,89.56,PASS
MTR_0048,9,1683.62,4046.45,0.6,11.9,2.97,10.45,3.38,71.81,55.4,FAIL
MTR_0048,10,1343.54,3364.73,0.356,4.21,3.9,5.56,4.65,92.51,84.15,WARNING
MTR_0048,11,1384.82,3306.35,0.272,1.6,5.15,2.73,4.78,99.3,93.79,PASS
MTR_0048,12,1449.6,3221.22,0.267,2.6,4.35,4.78,4.88,97.72,90.06,PASS
MTR_0048,13,2056.93,2340.94,0.602,6.34,2.62,14.64,6.48,72.18,72.65,FAIL
MTR_0048,14,1699.26,3814.25,0.586,10.23,2.8,8.38,3.87,64.36,80.17,FAIL
MTR_0048,15,1447.09,3138.77,0.269,2.44,4.32,3.15,5.22,99.48,92.06,PASS
MTR_0048,16,1400.97,3140.83,0.312,2.71,4.28,2.89,5.1,98.16,93.18,PASS
MTR_0048,17,1537.71,3211.38,0.273,0.91,5.07,1.04,5.18,97.93,94.26,PASS
MTR_0048,18,1321.97,3399.92,0.348,4.53,3.93,6.35,4.74,94.58,82.41,WARNING
MTR_0048,19,1460.89,3115.39,0.317,2.87,4.68,1.84,5.04,97.88,86.91,PASS
MTR_0048,20,1386.39,3290.61,0.273,3.42,4.95,1.48,4.81,97.9,85.24,PASS
MTR_0048,21,1402.87,3324.26,0.269,2.29,4.75,4.31,4.81,97.1,94.98,PASS
MTR_0048,22,1381.96,3224.06,0.284,2.8,4.32,3.67,4.87,99.51,86.06,PASS
MTR_0048,23,1382.45,3287.13,0.27,2.94,4.48,2.86,4.95,98.51,87.59,PASS
MTR_0048,24,1498.92,3161.26,0.259,2.67,4.08,1.88,4.89,97.49,94.92,PASS
MTR_0048,25,1373.49,3385.83,0.376,4.29,3.99,5.69,5.33,93.94,83.61,WARNING
MTR_0048,26,1472.9,3159.81,0.326,1.42,5.11,3.08,4.79,99.58,85.45,PASS
MTR_0048,27,1444.97,3206.27,0.336,1.39,4.41,4.83,5.09,97.73,85.55,PASS
MTR_0048,28,1360.35,3398.08,0.348,4.35,4.02,6.25,5.26,95.54,83.53,WARNING
MTR_0048,29,1449.45,3165.39,0.302,1.73,4.51,1.67,5.13,98.49,94.04,PASS
MTR_0048,30,1517.25,3263.14,0.302,2.39,4.9,3.91,4.85,98.53,94.29,PASS
MTR_0048,31,1334.6,3049.97,0.378,3.98,4.04,6.09,4.7,95.12,83.67,WARNING
MTR_0048,32,1582.49,3239.82,0.332,1.11,5.04,2.62,4.94,97.77,88.08,PASS
MTR_0048,33,1284.32,2850.02,0.619,10.11,2.03,9.21,3.49,82.65,73.01,FAIL
MTR_0048,34,1250.3,3813.35,0.422,8.67,3.49,12.16,3.53,57.79,70.49,FAIL
MTR_0048,35,1542.98,3098.48,0.253,3.11,4.83,1.45,4.76,99.79,90.66,PASS
MTR_0048,36,1522.43,3275.99,0.306,1.3,4.24,1.87,5.17,99.0,87.51,PASS
MTR_0048,37,1397.83,3251.46,0.294,1.78,5.07,4.44,5.12,98.31,94.13,PASS
MTR_0048,38,1581.36,3068.96,0.253,0.52,4.88,4.73,4.85,99.91,86.05,PASS
MTR_0048,39,1494.41,3107.04,0.265,1.31,4.94,4.0,5.16,98.56,89.46,PASS
MTR_0048,40,1526.3,3247.61,0.326,2.48,4.11,3.21,5.08,99.1,89.08,PASS
MTR_0048,41,1430.34,3062.7,0.315,2.91,5.14,4.31,4.89,97.9,87.31,PASS
MTR_0048,42,1504.64,3164.61,0.307,0.76,4.4,2.66,4.86,98.52,93.79,PASS
MTR_0048,43,1550.49,3229.74,0.292,2.54,4.56,3.88,4.9,97.99,90.76,PASS
MTR_0048,44,1353.56,3002.36,0.366,3.98,4.02,6.56,4.73,94.67,83.74,WARNING
MTR_0048,45,1533.49,3106.23,0.32,1.96,5.03,2.49,4.75,98.52,90.65,PASS
MTR_0048,46,1420.8,3287.18,0.269,0.73,4.22,4.98,4.98,97.09,94.0,PASS
MTR_0048,47,1532.58,3221.15,0.266,3.47,4.64,4.31,5.1,97.14,86.36,PASS
MTR_0048,48,1462.16,3324.39,0.269,3.29,4.49,1.83,5.22,97.55,89.01,PASS
MTR_0048,49,1529.56,3209.92,0.275,2.55,4.1,1.55,4.77,98.57,91.89,PASS
MTR_0048,50,1529.12,3244.35,0.259,2.68,4.2,4.17,5.1,99.52,91.11,PASS
MTR_0049,1,1569.11,3290.45,0.293,2.88,4.39,2.9,5.2,97.06,90.02,PASS
MTR_0049,2,1571.72,3131.77,0.294,1.57,4.17,3.65,5.13,99.19,90.02,PASS
MTR_0049,3,1541.53,3173.56,0.28,2.19,5.14,3.9,5.09,98.38,87.53,PASS
MTR_0049,4,1425.55,3347.81,0.304,0.84,4.65,2.95,4.78,98.4,92.73,PASS
MTR_0049,5,1505.17,3321.71,0.315,3.02,4.29,2.21,5.04,99.42,91.39,PASS
MTR_0049,6,1902.42,2989.11,0.456,9.96,1.78,8.45,6.13,72.47,62.5,FAIL
MTR_0049,7,1454.52,3069.06,0.282,2.59,4.92,2.91,4.84,99.35,90.09,PASS
MTR_0049,8,1176.95,3526.71,0.474,6.08,2.45,8.58,4.17,60.5,46.9,FAIL
MTR_0049,9,1313.15,3408.75,0.598,7.44,2.85,12.01,5.58,71.04,49.83,FAIL
MTR_0049,10,1500.41,3214.97,0.297,1.61,4.83,1.54,4.79,99.33,86.09,PASS
MTR_0049,11,1598.06,3266.05,0.284,0.71,4.61,4.36,5.14,98.55,91.96,PASS
MTR_0049,12,1571.29,3143.35,0.345,2.59,4.43,3.38,4.98,98.86,90.19,PASS
MTR_0049,13,1359.15,3021.83,0.35,3.63,4.01,6.68,5.31,96.98,84.91,WARNING
MTR_0049,14,1438.95,3127.73,0.336,2.14,4.61,2.81,5.16,97.13,91.75,PASS
MTR_0049,15,1545.3,3325.11,0.313,2.26,4.44,2.04,4.83,97.25,92.45,PASS
MTR_0049,16,1582.17,3212.73,0.314,2.68,4.55,2.97,5.11,98.23,88.23,PASS
MTR_0049,17,1399.82,3228.37,0.26,2.3,4.54,2.85,4.86,98.64,93.3,PASS
MTR_0049,18,1488.83,3146.76,0.285,0.95,4.68,2.56,5.18,99.81,94.48,PASS
MTR_0049,19,1533.03,3206.03,0.336,1.4,4.29,3.8,5.09,98.38,93.94,PASS
MTR_0049,20,1496.16,3114.34,0.269,2.1,4.23,4.0,5.08,99.25,91.67,PASS
MTR_0049,21,1594.54,3071.1,0.311,1.21,5.06,3.27,5.23,97.16,88.37,PASS
MTR_0049,22,1575.71,3332.92,0.291,3.21,4.49,2.09,4.9,98.35,89.12,PASS
MTR_0049,23,1583.1,3124.51,0.305,2.41,4.33,4.63,4.89,99.24,88.57,PASS
MTR_0049,24,1351.75,3393.37,0.346,3.63,4.03,6.45,4.66,95.76,82.21,WARNING
MTR_0049,25,1354.07,3002.54,0.352,4.38,3.87,6.51,5.27,92.87,84.73,WARNING
MTR_0049,26,1344.25,3364.1,0.388,4.54,3.9,6.51,4.73,94.05,82.2,WARNING
MTR_0049,27,1435.3,3096.72,0.345,0.93,4.07,4.78,4.88,97.1,89.28,PASS
MTR_0049,28,1424.92,3095.67,0.291,2.27,4.94,4.3,4.9,99.22,88.17,PASS
MTR_0049,29,1399.86,3135.79,0.295,1.35,4.44,3.24,5.15,99.94,86.46,PASS
MTR_0049,30,1445.22,3251.38,0.317,1.08,4.28,1.27,5.12,98.54,87.75,PASS
MTR_0049,31,1365.99,3388.3,0.369,4.24,3.9,5.89,4.66,92.53,82.94,WARNING
MTR_0049,32,1322.04,3362.74,0.379,4.9,3.92,5.75,5.35,92.56,82.12,WARNING
MTR_0049,33,1589.83,3317.64,0.329,2.35,4.57,4.25,4.98,98.7,90.95,PASS
MTR_0049,34,1510.21,3330.45,0.25,2.4,4.99,1.63,5.19,99.45,87.23,PASS
MTR_0049,35,1549.67,3059.67,0.325,3.29,4.62,2.64,5.13,97.03,89.12,PASS
MTR_0049,36,1471.73,3309.73,0.282,0.67,5.07,1.98,4.91,99.84,89.38,PASS
MTR_0049,37,1327.99,3382.01,0.374,4.57,3.92,6.36,4.75,95.56,84.07,WARNING
MTR_0049,38,1339.98,3032.26,0.366,3.67,3.89,6.86,4.68,94.34,82.32,WARNING
MTR_0049,39,1552.98,3120.49,0.258,0.95,5.08,1.68,5.2,98.55,86.01,PASS
MTR_0049,40,1409.38,3179.05,0.313,1.04,4.48,1.3,4.78,98.77,85.83,PASS
MTR_0049,41,1491.78,3120.03,0.265,0.64,4.2,1.3,5.07,98.48,94.34,PASS
MTR_0049,42,1413.59,3289.63,0.254,2.27,4.93,3.97,5.21,99.08,88.7,PASS
MTR_0049,43,1508.63,3274.34,0.34,2.41,4.38,4.11,4.96,97.54,85.07,PASS
MTR_0049,44,1437.94,3342.17,0.264,1.01,4.41,2.83,5.03,98.85,86.29,PASS
MTR_0049,45,1411.25,3146.4,0.281,3.22,4.99,3.46,4.95,98.4,89.56,PASS
MTR_0049,46,1596.14,3222.45,0.321,1.79,4.37,1.67,4.93,99.37,94.23,PASS
MTR_0049,47,1375.27,3037.56,0.382,4.29,3.98,6.91,4.7,95.15,84.8,WARNING
MTR_0049,48,1357.78,3353.15,0.375,3.58,3.94,6.1,5.31,94.9,82.77,WARNING
MTR_0049,49,1702.04,3595.26,0.565,8.14,3.66,7.78,3.95,86.32,56.76,FAIL
MTR_0049,50,1189.05,2472.47,0.606,6.96,2.24,10.16,6.16,70.5,60.26,FAIL
