Chassis_ID,Inspection_No,Inspection_Date,Weld_Quality_Score,Weld_Status,Frame_Weight_kg,Frame_Weight_Status,Dimensional_Deviation_mm,Dimensional_Grade,Dimensional_Status,Material_Grade,Hardness_BHN,Material_Status,Surface_Defect_Count,Surface_Defect_Status,Static_Load_Capacity_kg,Permanent_Deformation,Load_Test_Status,Overall_QC_Status
CHS-00043,47,2025-01-15 21:40:00,90.8,Pass,85.74,Pass,0.628,Reject,Fail,HSLA-420,194.9,Pass,4,Pass,475.8,No,Pass,Warning
CHS-00043,48,2025-01-15 21:50:00,81.8,Warning,84.92,Pass,0.051,Grade A,Pass,IS2062-E250,140.0,Pass,6,Warning,439.6,Yes,Fail,Warning
CHS-00043,49,2025-01-15 22:00:00,96.7,Pass,87.15,Pass,0.584,Reject,Fail,IS2062-E250,151.8,Pass,2,Pass,518.8,No,Pass,Warning
CHS-00043,50,2025-01-15 22:10:00,70.1,Fail,86.64,Pass,0.136,Grade A,Pass,HSLA-420,199.0,Pass,5,Pass,546.4,No,Pass,Warning
CHS-00044,1,2025-01-15 22:20:00,89.2,Pass,83.42,Pass,0.236,Grade B,Pass,HSLA-420,216.0,Pass,3,Pass,475.4,No,Pass,Pass
CHS-00044,2,2025-01-15 22:30:00,90.3,Pass,84.84,Pass,0.304,Grade B,Pass,IS2062-E250,117.0,Pass,5,Pass,512.8,No,Pass,Pass
CHS-00044,3,2025-01-15 22:40:00,88.9,Pass,86.71,Pass,0.411,Grade C,Warning,IS2062-E250,135.1,Pass,4,Pass,461.7,No,Pass,Pass
CHS-00044,4,2025-01-15 22:50:00,91.7,Pass,86.01,Pass,0.196,Grade A,Pass,HSLA-420,196.5,Pass,1,Pass,542.3,No,Pass,Pass
CHS-00044,5,2025-01-15 23:00:00,87.9,Pass,88.4,Warning,0.086,Grade A,Pass,IS2062-E250,144.9,Pass,2,Pass,545.5,No,Pass,Pass
CHS-00044,6,2025-01-15 23:10:00,97.2,Pass,83.49,Pass,0.18,Grade A,Pass,HSLA-420,188.9,Pass,0,Pass,455.7,No,Pass,Pass
CHS-00044,7,2025-01-15 23:20:00,81.7,Warning,86.56,Pass,0.446,Grade C,Warning,E350,150.9,Pass,11,Fail,493.1,No,Pass,Warning
CHS-00044,8,2025-01-15 23:30:00,86.7,Pass,85.3,Pass,0.23,Grade B,Pass,E350,169.7,Pass,1,Pass,457.2,No,Pass,Pass
CHS-00044,9,2025-01-15 23:40:00,92.7,Pass,85.93,Pass,0.296,Grade B,Pass,E350,157.2,Pass,4,Pass,484.8,No,Pass,Pass
CHS-00044,10,2025-01-15 23:50:00,92.1,Pass,87.41,Pass,0.259,Grade B,Pass,E350,180.1,Pass,2,Pass,532.9,No,Pass,Pass
CHS-00044,11,2025-01-16 00:00:00,86.8,Pass,86.95,Pass,0.184,Grade A,Pass,E350,184.3,Pass,4,Pass,467.0,No,Pass,Pass
CHS-00044,12,2025-01-16 00:10:00,88.1,Pass,82.1,Warning,0.168,Grade A,Pass,E350,180.6,Pass,1,Pass,527.2,No,Pass,Pass
CHS-00044,13,2025-01-16 00:20:00,90.9,Pass,84.49,Pass,0.272,Grade B,Pass,E350,162.7,Pass,5,Pass,500.1,No,Pass,Pass
CHS-00044,14,2025-01-16 00:30:00,89.8,Pass,83.42,Pass,0.092,Grade A,Pass,IS2062-E250,152.4,Pass,4,Pass,490.1,No,Pass,Pass
CHS-00044,15,2025-01-16 00:40:00,93.5,Pass,83.74,Pass,0.381,Grade B,Pass,HSLA-420,189.2,Pass,0,Pass,491.2,No,Pass,Pass
CHS-00044,16,2025-01-16 00:50:00,95.4,Pass,80.63,Fail,0.075,Grade A,Pass,E350,156.5,Pass,3,Pass,502.9,No,Pass,Warning
CHS-00044,17,2025-01-16 01:00:00,96.3,Pass,82.05,Warning,0.39,Grade B,Pass,HSLA-340,191.1,Pass,3,Pass,528.4,No,Pass,Pass
CHS-00044,18,2025-01-16 01:10:00,96.4,Pass,89.13,Fail,0.147,Grade A,Pass,HSLA-340,174.5,Pass,1,Pass,536.5,No,Pass,Warning
CHS-00044,19,2025-01-16 01:20:00,94.4,Pass,83.76,Pass,0.149,Grade A,Pass,E350,155.5,Pass,5,Pass,452.3,No,Pass,Pass
CHS-00044,20,2025-01-16 01:30:00,99.8,Pass,88.02,Warning,0.251,Grade B,Pass,HSLA-340,175.7,Pass,2,Pass,528.3,No,Pass,Pass
CHS-00044,21,2025-01-16 01:40:00,91.6,Pass,86.19,Pass,0.172,Grade A,Pass,HSLA-420,208.7,Pass,8,Warning,380.4,Yes,Fail,Warning
CHS-00044,22,2025-01-16 01:50:00,90.1,Pass,81.08,Fail,0.349,Grade B,Pass,E350,170.6,Pass,4,Pass,515.4,No,Pass,Warning
CHS-00044,23,2025-01-16 02:00:00,73.6,Fail,88.05,Warning,0.351,Grade B,Pass,HSLA-420,200.0,Pass,8,Warning,518.3,No,Pass,Warning
CHS-00044,24,2025-01-16 02:10:00,90.3,Pass,83.29,Pass,0.095,Grade A,Pass,IS2062-E250,131.0,Pass,2,Pass,484.4,No,Pass,Pass
CHS-00044,25,2025-01-16 02:20:00,82.4,Warning,89.97,Fail,0.325,Grade B,Pass,HSLA-340,201.8,Pass,0,Pass,528.6,No,Pass,Warning
CHS-00044,26,2025-01-16 02:30:00,93.0,Pass,87.96,Warning,0.283,Grade B,Pass,IS2062-E250,124.5,Pass,5,Pass,523.4,No,Pass,Pass
CHS-00044,27,2025-01-16 02:40:00,91.4,Pass,86.45,Pass,0.111,Grade A,Pass,HSLA-420,194.0,Pass,6,Warning,478.7,No,Pass,Pass
CHS-00044,28,2025-01-16 02:50:00,86.2,Pass,86.68,Pass,0.288,Grade B,Pass,E350,165.6,Pass,3,Pass,545.6,No,Pass,Pass
CHS-00044,29,2025-01-16 03:00:00,97.4,Pass,83.49,Pass,0.671,Reject,Fail,E350,173.0,Pass,3,Pass,462.1,No,Pass,Warning
CHS-00044,30,2025-01-16 03:10:00,93.8,Pass,87.47,Pass,0.274,Grade B,Pass,IS2062-E250,133.1,Pass,5,Pass,519.9,No,Pass,Pass
CHS-00044,31,2025-01-16 03:20:00,99.1,Pass,85.06,Pass,0.25,Grade B,Pass,HSLA-340,194.7,Pass,9,Fail,455.1,No,Pass,Warning
CHS-00044,32,2025-01-16 03:30:00,86.9,Pass,86.1,Pass,0.42,Grade C,Warning,IS2062-E250,156.3,Pass,4,Pass,522.0,No,Pass,Pass
CHS-00044,33,2025-01-16 03:40:00,86.6,Pass,87.43,Pass,0.14,Grade A,Pass,IS2062-E250,119.8,Pass,0,Pass,384.9,Yes,Fail,Warning
CHS-00044,34,2025-01-16 03:50:00,98.0,Pass,84.0,Pass,0.203,Grade B,Pass,HSLA-420,214.1,Pass,3,Pass,391.4,No,Fail,Warning
CHS-00044,35,2025-01-16 04:00:00,96.0,Pass,87.95,Warning,0.338,Grade B,Pass,E350,178.8,Pass,4,Pass,547.2,No,Pass,Pass
CHS-00044,36,2025-01-16 04:10:00,99.0,Pass,88.46,Warning,0.733,Reject,Fail,IS2062-E250,138.3,Pass,5,Pass,488.4,No,Pass,Warning
CHS-00044,37,2025-01-16 04:20:00,94.4,Pass,85.29,Pass,0.059,Grade A,Pass,IS2062-E250,123.8,Pass,4,Pass,492.8,No,Pass,Pass
CHS-00044,38,2025-01-16 04:30:00,86.0,Pass,82.24,Warning,0.311,Grade B,Pass,HSLA-340,201.7,Pass,0,Pass,546.5,No,Pass,Pass
CHS-00044,39,2025-01-16 04:40:00,85.6,Pass,84.56,Pass,0.116,Grade A,Pass,HSLA-340,201.1,Pass,5,Pass,456.8,No,Pass,Pass
CHS-00044,40,2025-01-16 04:50:00,97.8,Pass,87.03,Pass,0.442,Grade C,Warning,HSLA-340,174.2,Pass,6,Warning,489.2,No,Pass,Warning
CHS-00044,41,2025-01-16 05:00:00,73.4,Fail,84.31,Pass,0.096,Grade A,Pass,E350,158.5,Pass,7,Warning,490.0,No,Pass,Warning
CHS-00044,42,2025-01-16 05:10:00,99.7,Pass,86.7,Pass,0.121,Grade A,Pass,IS2062-E250,139.2,Pass,3,Pass,506.2,No,Pass,Pass
CHS-00044,43,2025-01-16 05:20:00,87.3,Pass,84.04,Pass,0.468,Grade C,Warning,HSLA-340,193.7,Pass,3,Pass,522.1,No,Pass,Pass
CHS-00044,44,2025-01-16 05:30:00,91.9,Pass,85.99,Pass,0.396,Grade B,Pass,E350,182.5,Pass,6,Warning,532.3,No,Pass,Pass
CHS-00044,45,2025-01-16 05:40:00,96.0,Pass,89.93,Fail,0.268,Grade B,Pass,E350,160.8,Pass,3,Pass,521.5,No,Pass,Warning
CHS-00044,46,2025-01-16 05:50:00,82.1,Warning,85.54,Pass,0.668,Reject,Fail,HSLA-420,191.5,Pass,3,Pass,516.5,No,Pass,Warning
CHS-00044,47,2025-01-16 06:00:00,97.8,Pass,84.05,Pass,0.344,Grade B,Pass,IS2062-E250,152.6,Pass,6,Warning,460.1,No,Pass,Pass
CHS-00044,48,2025-01-16 06:10:00,96.0,Pass,87.65,Warning,0.125,Grade A,Pass,HSLA-340,195.9,Pass,4,Pass,484.8,No,Pass,Pass
CHS-00044,49,2025-01-16 06:20:00,88.9,Pass,87.23,Pass,0.17,Grade A,Pass,HSLA-340,191.5,Pass,4,Pass,461.7,No,Pass,Pass
CHS-00044,50,2025-01-16 06:30:00,84.1,Warning,87.06,Pass,0.392,Grade B,Pass,E350,178.2,Pass,4,Pass,387.2,No,Fail,Warning
CHS-00045,1,2025-01-16 06:40:00,89.7,Pass,83.78,Pass,0.224,Grade B,Pass,E350,186.1,Pass,4,Pass,528.4,No,Pass,Pass
CHS-00045,2,2025-01-16 06:50:00,89.9,Pass,87.04,Pass,0.052,Grade A,Pass,E350,172.3,Pass,5,Pass,473.1,No,Pass,Pass
CHS-00045,3,2025-01-16 07:00:00,98.2,Pass,87.37,Pass,0.058,Grade A,Pass,E350,152.6,Pass,3,Pass,487.1,No,Pass,Pass
CHS-00045,4,2025-01-16 07:10:00,80.2,Warning,80.36,Fail,0.153,Grade A,Pass,HSLA-420,207.6,Pass,0,Pass,451.3,No,Pass,Warning
CHS-00045,5,2025-01-16 07:20:00,92.3,Pass,84.26,Pass,0.193,Grade A,Pass,E350,176.4,Pass,12,Fail,494.0,No,Pass,Warning
CHS-00045,6,2025-01-16 07:30:00,88.5,Pass,83.49,Pass,0.443,Grade C,Warning,HSLA-340,201.4,Pass,4,Pass,538.8,No,Pass,Pass
CHS-00045,7,2025-01-16 07:40:00,91.5,Pass,84.71,Pass,0.06,Grade A,Pass,HSLA-420,186.9,Pass,5,Pass,521.8,No,Pass,Pass
CHS-00045,8,2025-01-16 07:50:00,95.8,Pass,85.04,Pass,0.45,Grade C,Warning,HSLA-340,175.4,Pass,5,Pass,512.0,No,Pass,Pass
CHS-00045,9,2025-01-16 08:00:00,88.9,Pass,86.16,Pass,0.259,Grade B,Pass,HSLA-420,191.2,Pass,3,Pass,463.2,No,Pass,Pass
CHS-00045,10,2025-01-16 08:10:00,90.9,Pass,86.86,Pass,0.206,Grade B,Pass,E350,157.2,Pass,4,Pass,549.5,No,Pass,Pass
CHS-00045,11,2025-01-16 08:20:00,95.1,Pass,82.15,Warning,0.306,Grade B,Pass,HSLA-420,223.5,Pass,7,Warning,529.9,No,Pass,Warning
CHS-00045,12,2025-01-16 08:30:00,82.2,Warning,83.66,Pass,0.134,Grade A,Pass,HSLA-340,170.8,Pass,2,Pass,442.7,Yes,Fail,Warning
CHS-00045,13,2025-01-16 08:40:00,78.8,Fail,85.14,Pass,0.291,Grade B,Pass,E350,178.8,Pass,5,Pass,535.8,No,Pass,Warning
CHS-00045,14,2025-01-16 08:50:00,71.0,Fail,87.85,Warning,0.208,Grade B,Pass,IS2062-E250,151.1,Pass,4,Pass,460.0,No,Pass,Warning
CHS-00045,15,2025-01-16 09:00:00,81.1,Warning,87.01,Pass,0.093,Grade A,Pass,HSLA-340,186.8,Pass,1,Pass,484.6,No,Pass,Pass
CHS-00045,16,2025-01-16 09:10:00,88.3,Pass,85.88,Pass,0.064,Grade A,Pass,HSLA-340,203.0,Pass,5,Pass,485.5,No,Pass,Pass
CHS-00045,17,2025-01-16 09:20:00,70.4,Fail,84.47,Pass,0.128,Grade A,Pass,E350,162.3,Pass,0,Pass,517.5,No,Pass,Warning
CHS-00045,18,2025-01-16 09:30:00,90.2,Pass,84.93,Pass,0.172,Grade A,Pass,HSLA-420,188.8,Pass,2,Pass,451.5,No,Pass,Pass
CHS-00045,19,2025-01-16 09:40:00,71.0,Fail,84.2,Pass,0.444,Grade C,Warning,IS2062-E250,148.5,Pass,7,Warning,547.2,No,Pass,Warning
CHS-00045,20,2025-01-16 09:50:00,92.5,Pass,84.49,Pass,0.249,Grade B,Pass,HSLA-340,196.8,Pass,5,Pass,543.1,No,Pass,Pass
CHS-00045,21,2025-01-16 10:00:00,92.2,Pass,80.81,Fail,0.25,Grade B,Pass,IS2062-E250,148.4,Pass,1,Pass,479.5,No,Pass,Warning
CHS-00045,22,2025-01-16 10:10:00,97.2,Pass,87.21,Pass,0.221,Grade B,Pass,HSLA-340,207.2,Pass,3,Pass,491.3,No,Pass,Pass
CHS-00045,23,2025-01-16 10:20:00,92.1,Pass,80.35,Fail,0.621,Reject,Fail,HSLA-340,175.6,Pass,3,Pass,540.3,No,Pass,Fail
CHS-00045,24,2025-01-16 10:30:00,97.2,Pass,89.4,Fail,0.129,Grade A,Pass,IS2062-E250,131.5,Pass,1,Pass,538.7,No,Pass,Warning
CHS-00045,25,2025-01-16 10:40:00,95.5,Pass,85.9,Pass,0.148,Grade A,Pass,HSLA-420,222.4,Pass,4,Pass,493.1,No,Pass,Pass
CHS-00045,26,2025-01-16 10:50:00,75.6,Fail,85.78,Pass,0.38,Grade B,Pass,E350,159.9,Pass,7,Warning,541.2,No,Pass,Warning
CHS-00045,27,2025-01-16 11:00:00,95.8,Pass,84.37,Pass,0.272,Grade B,Pass,HSLA-340,209.2,Pass,0,Pass,432.9,Yes,Fail,Warning
CHS-00045,28,2025-01-16 11:10:00,99.9,Pass,87.75,Warning,0.271,Grade B,Pass,E350,161.6,Pass,2,Pass,491.9,No,Pass,Pass
CHS-00045,29,2025-01-16 11:20:00,87.9,Pass,83.53,Pass,0.42,Grade C,Warning,E350,168.9,Pass,4,Pass,491.9,No,Pass,Pass
CHS-00045,30,2025-01-16 11:30:00,87.3,Pass,87.94,Warning,0.064,Grade A,Pass,HSLA-340,201.0,Pass,2,Pass,531.3,No,Pass,Pass
CHS-00045,31,2025-01-16 11:40:00,97.8,Pass,87.42,Pass,0.388,Grade B,Pass,IS2062-E250,157.8,Pass,0,Pass,529.8,No,Pass,Pass
CHS-00045,32,2025-01-16 11:50:00,82.1,Warning,86.49,Pass,0.685,Reject,Fail,HSLA-420,190.6,Pass,7,Warning,433.0,Yes,Fail,Fail
CHS-00045,33,2025-01-16 12:00:00,95.4,Pass,89.86,Fail,0.426,Grade C,Warning,HSLA-340,176.4,Pass,3,Pass,509.1,No,Pass,Warning
CHS-00045,34,2025-01-16 12:10:00,96.4,Pass,83.65,Pass,0.618,Reject,Fail,E350,168.3,Pass,0,Pass,548.3,No,Pass,Warning
CHS-00045,35,2025-01-16 12:20:00,88.3,Pass,83.13,Pass,0.566,Reject,Fail,HSLA-420,190.8,Pass,9,Fail,480.3,No,Pass,Fail
CHS-00045,36,2025-01-16 12:30:00,83.4,Warning,82.12,Warning,0.186,Grade A,Pass,HSLA-420,219.4,Pass,2,Pass,489.7,No,Pass,Warning
CHS-00045,37,2025-01-16 12:40:00,74.8,Fail,86.41,Pass,0.641,Reject,Fail,E350,174.6,Pass,1,Pass,495.2,No,Pass,Fail
CHS-00045,38,2025-01-16 12:50:00,99.2,Pass,84.91,Pass,0.151,Grade A,Pass,HSLA-340,182.7,Pass,1,Pass,503.1,No,Pass,Pass
CHS-00045,39,2025-01-16 13:00:00,80.8,Warning,85.12,Pass,0.234,Grade B,Pass,HSLA-340,201.3,Pass,3,Pass,502.3,No,Pass,Pass
CHS-00045,40,2025-01-16 13:10:00,80.4,Warning,87.92,Warning,0.092,Grade A,Pass,E350,184.0,Pass,2,Pass,528.2,No,Pass,Warning
CHS-00045,41,2025-01-16 13:20:00,87.5,Pass,86.65,Pass,0.12,Grade A,Pass,HSLA-420,197.0,Pass,9,Fail,458.7,No,Pass,Warning
CHS-00045,42,2025-01-16 13:30:00,71.8,Fail,85.51,Pass,0.374,Grade B,Pass,HSLA-340,196.2,Pass,5,Pass,485.3,No,Pass,Warning
CHS-00045,43,2025-01-16 13:40:00,97.5,Pass,86.58,Pass,0.536,Grade C,Warning,HSLA-340,190.1,Pass,3,Pass,424.2,No,Fail,Warning
CHS-00045,44,2025-01-16 13:50:00,81.2,Warning,85.74,Pass,0.375,Grade B,Pass,HSLA-340,204.8,Pass,2,Pass,468.1,No,Pass,Pass
CHS-00045,45,2025-01-16 14:00:00,96.5,Pass,87.01,Pass,0.146,Grade A,Pass,HSLA-340,208.3,Pass,12,Fail,468.0,No,Pass,Warning
CHS-00045,46,2025-01-16 14:10:00,98.1,Pass,84.62,Pass,0.176,Grade A,Pass,E350,178.4,Pass,0,Pass,469.0,No,Pass,Pass
CHS-00045,47,2025-01-16 14:20:00,79.1,Fail,83.03,Pass,0.428,Grade C,Warning,E350,152.4,Pass,5,Pass,526.4,No,Pass,Warning
CHS-00045,48,2025-01-16 14:30:00,88.3,Pass,80.55,Fail,0.173,Grade A,Pass,IS2062-E250,139.9,Pass,0,Pass,540.5,No,Pass,Warning
CHS-00045,49,2025-01-16 14:40:00,80.7,Warning,88.82,Fail,0.512,Grade C,Warning,HSLA-340,178.1,Pass,5,Pass,386.9,No,Fail,Fail
CHS-00045,50,2025-01-16 14:50:00,90.5,Pass,88.03,Warning,0.058,Grade A,Pass,HSLA-420,211.8,Pass,8,Warning,547.2,No,Pass,Warning
CHS-00046,1,2025-01-16 15:00:00,79.0,Fail,87.02,Pass,0.327,Grade B,Pass,E350,180.4,Pass,6,Warning,485.8,No,Pass,Warning
CHS-00046,2,2025-01-16 15:10:00,93.9,Pass,86.87,Pass,0.237,Grade B,Pass,HSLA-420,216.4,Pass,2,Pass,500.6,No,Pass,Pass
CHS-00046,3,2025-01-16 15:20:00,95.4,Pass,82.07,Warning,0.199,Grade A,Pass,IS2062-E250,144.7,Pass,3,Pass,542.7,No,Pass,Pass
CHS-00046,4,2025-01-16 15:30:00,98.0,Pass,80.04,Fail,0.212,Grade B,Pass,HSLA-340,206.3,Pass,8,Warning,512.3,No,Pass,Warning
CHS-00046,5,2025-01-16 15:40:00,93.5,Pass,88.3,Warning,0.255,Grade B,Pass,HSLA-340,203.5,Pass,4,Pass,454.9,No,Pass,Pass
CHS-00046,6,2025-01-16 15:50:00,96.3,Pass,84.82,Pass,0.705,Reject,Fail,HSLA-420,218.1,Pass,5,Pass,507.7,No,Pass,Warning
CHS-00046,7,2025-01-16 16:00:00,92.1,Pass,83.4,Pass,0.062,Grade A,Pass,E350,181.6,Pass,4,Pass,476.1,No,Pass,Pass
CHS-00046,8,2025-01-16 16:10:00,96.4,Pass,87.36,Pass,0.128,Grade A,Pass,E350,155.2,Pass,0,Pass,470.1,No,Pass,Pass
CHS-00046,9,2025-01-16 16:20:00,88.7,Pass,87.01,Pass,0.62,Reject,Fail,HSLA-420,190.3,Pass,1,Pass,487.8,No,Pass,Warning
CHS-00046,10,2025-01-16 16:30:00,98.9,Pass,86.78,Pass,0.5,Grade C,Warning,HSLA-340,191.2,Pass,5,Pass,480.4,No,Pass,Pass
CHS-00046,11,2025-01-16 16:40:00,86.3,Pass,83.98,Pass,0.165,Grade A,Pass,HSLA-420,213.4,Pass,1,Pass,392.4,Yes,Fail,Warning
CHS-00046,12,2025-01-16 16:50:00,87.1,Pass,83.5,Pass,0.726,Reject,Fail,HSLA-340,178.3,Pass,0,Pass,454.8,No,Pass,Warning
CHS-00046,13,2025-01-16 17:00:00,99.2,Pass,88.11,Warning,0.212,Grade B,Pass,HSLA-420,218.7,Pass,7,Warning,536.1,No,Pass,Warning
CHS-00046,14,2025-01-16 17:10:00,98.2,Pass,87.16,Pass,0.187,Grade A,Pass,E350,173.1,Pass,0,Pass,524.9,No,Pass,Pass
CHS-00046,15,2025-01-16 17:20:00,94.3,Pass,89.36,Fail,0.461,Grade C,Warning,IS2062-E250,123.1,Pass,6,Warning,428.7,Yes,Fail,Fail
CHS-00046,16,2025-01-16 17:30:00,91.0,Pass,83.39,Pass,0.399,Grade B,Pass,HSLA-340,199.1,Pass,4,Pass,492.7,No,Pass,Pass
CHS-00046,17,2025-01-16 17:40:00,75.9,Fail,86.43,Pass,0.529,Grade C,Warning,E350,151.5,Pass,2,Pass,533.0,No,Pass,Warning
CHS-00046,18,2025-01-16 17:50:00,80.5,Warning,86.84,Pass,0.15,Grade A,Pass,HSLA-420,185.5,Pass,5,Pass,484.1,No,Pass,Pass
CHS-00046,19,2025-01-16 18:00:00,92.6,Pass,83.34,Pass,0.388,Grade B,Pass,HSLA-340,178.4,Pass,2,Pass,486.1,No,Pass,Pass
CHS-00046,20,2025-01-16 18:10:00,82.7,Warning,89.07,Fail,0.397,Grade B,Pass,HSLA-340,186.2,Pass,5,Pass,521.5,No,Pass,Warning
CHS-00046,21,2025-01-16 18:20:00,81.7,Warning,84.22,Pass,0.541,Grade C,Warning,E350,170.7,Pass,8,Warning,400.6,Yes,Fail,Warning
CHS-00046,22,2025-01-16 18:30:00,70.8,Fail,87.5,Pass,0.189,Grade A,Pass,IS2062-E250,132.0,Pass,5,Pass,531.0,No,Pass,Warning
CHS-00046,23,2025-01-16 18:40:00,95.9,Pass,85.86,Pass,0.347,Grade B,Pass,HSLA-420,185.4,Pass,4,Pass,520.9,No,Pass,Pass
CHS-00046,24,2025-01-16 18:50:00,82.7,Warning,86.29,Pass,0.21,Grade B,Pass,E350,151.1,Pass,4,Pass,541.8,No,Pass,Pass
CHS-00046,25,2025-01-16 19:00:00,99.0,Pass,84.73,Pass,0.36,Grade B,Pass,HSLA-340,170.5,Pass,1,Pass,382.2,No,Fail,Warning
CHS-00046,26,2025-01-16 19:10:00,85.8,Pass,84.04,Pass,0.643,Reject,Fail,E350,174.6,Pass,8,Warning,420.2,Yes,Fail,Fail
CHS-00046,27,2025-01-16 19:20:00,74.6,Fail,82.68,Warning,0.224,Grade B,Pass,HSLA-340,199.6,Pass,3,Pass,508.0,No,Pass,Warning
CHS-00046,28,2025-01-16 19:30:00,70.8,Fail,87.18,Pass,0.121,Grade A,Pass,HSLA-420,204.3,Pass,3,Pass,453.0,No,Pass,Warning
CHS-00046,29,2025-01-16 19:40:00,85.0,Pass,85.91,Pass,0.301,Grade B,Pass,HSLA-420,220.5,Pass,5,Pass,409.9,No,Fail,Warning
CHS-00046,30,2025-01-16 19:50:00,88.0,Pass,82.25,Warning,0.139,Grade A,Pass,IS2062-E250,139.1,Pass,8,Warning,500.1,No,Pass,Warning
CHS-00046,31,2025-01-16 20:00:00,89.9,Pass,86.94,Pass,0.262,Grade B,Pass,IS2062-E250,134.8,Pass,4,Pass,463.7,No,Pass,Pass
CHS-00046,32,2025-01-16 20:10:00,96.2,Pass,85.88,Pass,0.343,Grade B,Pass,HSLA-420,193.5,Pass,1,Pass,491.4,No,Pass,Pass
CHS-00046,33,2025-01-16 20:20:00,91.4,Pass,88.27,Warning,0.339,Grade B,Pass,HSLA-340,178.3,Pass,4,Pass,468.6,No,Pass,Pass
CHS-00046,34,2025-01-16 20:30:00,89.2,Pass,85.63,Pass,0.336,Grade B,Pass,HSLA-420,217.6,Pass,3,Pass,529.3,No,Pass,Pass
CHS-00046,35,2025-01-16 20:40:00,98.5,Pass,84.0,Pass,0.469,Grade C,Warning,IS2062-E250,134.2,Pass,4,Pass,477.1,No,Pass,Pass
CHS-00046,36,2025-01-16 20:50:00,91.5,Pass,86.5,Pass,0.325,Grade B,Pass,HSLA-340,209.5,Pass,7,Warning,483.2,No,Pass,Pass
CHS-00046,37,2025-01-16 21:00:00,98.4,Pass,87.61,Warning,0.36,Grade B,Pass,IS2062-E250,129.7,Pass,3,Pass,498.8,No,Pass,Pass
CHS-00046,38,2025-01-16 21:10:00,98.8,Pass,83.3,Pass,0.278,Grade B,Pass,HSLA-340,183.3,Pass,7,Warning,451.3,No,Pass,Pass
CHS-00046,39,2025-01-16 21:20:00,86.4,Pass,86.49,Pass,0.074,Grade A,Pass,E350,188.3,Pass,8,Warning,462.3,No,Pass,Pass
CHS-00046,40,2025-01-16 21:30:00,97.8,Pass,87.48,Pass,0.221,Grade B,Pass,E350,152.9,Pass,0,Pass,507.1,No,Pass,Pass
CHS-00046,41,2025-01-16 21:40:00,82.0,Warning,83.0,Pass,0.152,Grade A,Pass,E350,174.6,Pass,4,Pass,511.1,No,Pass,Pass
CHS-00046,42,2025-01-16 21:50:00,85.9,Pass,88.86,Fail,0.222,Grade B,Pass,E350,180.1,Pass,11,Fail,492.1,No,Pass,Fail
CHS-00046,43,2025-01-16 22:00:00,74.6,Fail,83.93,Pass,0.093,Grade A,Pass,IS2062-E250,129.0,Pass,2,Pass,542.4,No,Pass,Warning
CHS-00046,44,2025-01-16 22:10:00,84.7,Warning,88.41,Warning,0.304,Grade B,Pass,HSLA-420,222.6,Pass,2,Pass,534.6,No,Pass,Warning
CHS-00046,45,2025-01-16 22:20:00,95.5,Pass,80.96,Fail,0.655,Reject,Fail,HSLA-420,216.7,Pass,3,Pass,414.5,Yes,Fail,Fail
CHS-00046,46,2025-01-16 22:30:00,83.3,Warning,85.38,Pass,0.396,Grade B,Pass,HSLA-420,208.6,Pass,5,Pass,417.5,Yes,Fail,Warning
CHS-00046,47,2025-01-16 22:40:00,93.9,Pass,87.14,Pass,0.059,Grade A,Pass,HSLA-340,202.7,Pass,0,Pass,460.1,No,Pass,Pass
CHS-00046,48,2025-01-16 22:50:00,97.7,Pass,86.87,Pass,0.143,Grade A,Pass,HSLA-420,198.0,Pass,3,Pass,475.0,No,Pass,Pass
CHS-00046,49,2025-01-16 23:00:00,72.4,Fail,82.69,Warning,0.215,Grade B,Pass,IS2062-E250,121.6,Pass,4,Pass,463.3,No,Pass,Warning
CHS-00046,50,2025-01-16 23:10:00,89.1,Pass,85.0,Pass,0.373,Grade B,Pass,HSLA-420,212.8,Pass,0,Pass,542.5,No,Pass,Pass
CHS-00047,1,2025-01-16 23:20:00,80.7,Warning,84.66,Pass,0.113,Grade A,Pass,HSLA-340,208.6,Pass,2,Pass,480.4,No,Pass,Pass
CHS-00047,2,2025-01-16 23:30:00,86.0,Pass,84.84,Pass,0.239,Grade B,Pass,HSLA-420,216.0,Pass,5,Pass,451.4,No,Pass,Pass
CHS-00047,3,2025-01-16 23:40:00,96.9,Pass,85.39,Pass,0.133,Grade A,Pass,E350,179.0,Pass,5,Pass,422.4,No,Fail,Warning
CHS-00047,4,2025-01-16 23:50:00,82.7,Warning,87.05,Pass,0.578,Reject,Fail,HSLA-420,216.9,Pass,1,Pass,463.0,No,Pass,Warning
CHS-00047,5,2025-01-17 00:00:00,95.0,Pass,82.26,Warning,0.076,Grade A,Pass,E350,165.9,Pass,2,Pass,470.5,No,Pass,Pass
CHS-00047,6,2025-01-17 00:10:00,88.8,Pass,86.81,Pass,0.202,Grade B,Pass,IS2062-E250,136.1,Pass,4,Pass,541.4,No,Pass,Pass
CHS-00047,7,2025-01-17 00:20:00,89.0,Pass,86.18,Pass,0.356,Grade B,Pass,E350,153.6,Pass,9,Fail,486.6,No,Pass,Warning
CHS-00047,8,2025-01-17 00:30:00,82.7,Warning,86.08,Pass,0.09,Grade A,Pass,IS2062-E250,137.8,Pass,3,Pass,503.6,No,Pass,Pass
