battery_id,test_cycle,nominal_voltage_V,internal_resistance_mOhm,capacity_mAh,SOH_percent,temperature_delivery_C,self_discharge_rate_percent_per_month,qc_status
BAT_0008,12,3.729,28.82,2404.0,98.54,19.2,1.69,PASS
BAT_0008,13,3.651,28.35,2442.7,98.12,34.62,1.47,PASS
BAT_0008,14,3.752,20.07,2456.41,98.8,28.67,1.21,PASS
BAT_0008,15,3.642,28.77,2479.8,97.97,27.07,1.0,PASS
BAT_0008,16,3.742,28.2,2519.67,99.3,24.46,1.21,PASS
BAT_0008,17,3.623,34.54,2356.17,94.47,37.79,2.57,WARNING
BAT_0008,18,3.639,28.19,2440.07,98.52,19.35,1.87,PASS
BAT_0008,19,3.647,22.26,2521.01,98.47,25.77,1.74,PASS
BAT_0008,20,3.766,23.71,2497.12,99.57,15.27,1.74,PASS
BAT_0008,21,3.723,20.14,2479.9,97.22,34.54,0.98,PASS
BAT_0008,22,3.736,27.27,2405.45,97.27,28.83,1.53,PASS
BAT_0008,23,3.635,24.74,2375.56,99.27,32.21,1.32,PASS
BAT_0008,24,3.631,23.64,2422.54,99.53,16.3,1.64,PASS
BAT_0008,25,3.703,26.46,2530.34,97.92,23.93,1.84,PASS
BAT_0008,26,3.656,20.9,2480.72,98.94,28.98,1.08,PASS
BAT_0008,27,3.749,28.33,2530.77,97.13,24.92,1.56,PASS
BAT_0008,28,3.618,30.14,2313.11,94.85,36.2,2.07,WARNING
BAT_0008,29,3.428,42.09,1940.95,87.67,5.91,5.99,FAIL
BAT_0008,30,3.635,26.64,2397.89,97.83,22.21,0.85,PASS
BAT_0008,31,3.721,24.76,2386.96,99.31,29.55,1.0,PASS
BAT_0008,32,3.756,25.59,2438.59,97.46,23.97,1.09,PASS
BAT_0008,33,3.323,51.67,2013.34,84.66,4.99,5.71,FAIL
BAT_0008,34,3.615,34.83,2327.84,94.72,41.92,2.55,WARNING
BAT_0008,35,3.619,30.17,2321.68,93.76,39.14,2.73,WARNING
BAT_0008,36,3.695,23.71,2462.11,98.36,24.98,1.44,PASS
BAT_0008,37,3.698,22.42,2472.01,98.67,18.02,1.49,PASS
BAT_0008,38,3.724,26.67,2383.12,98.85,29.75,1.68,PASS
BAT_0008,39,3.645,21.26,2489.31,98.53,25.01,1.94,PASS
BAT_0008,40,3.657,25.15,2411.77,97.63,17.44,1.66,PASS
BAT_0008,41,3.7,22.45,2393.11,98.93,28.87,1.7,PASS
BAT_0008,42,3.621,33.66,2374.12,96.13,37.48,2.43,WARNING
BAT_0008,43,3.624,34.95,2329.31,94.44,39.55,2.09,WARNING
BAT_0008,44,3.66,27.75,2423.47,99.0,15.29,1.6,PASS
BAT_0008,45,3.727,24.78,2522.29,98.91,28.74,1.55,PASS
BAT_0008,46,3.75,29.64,2472.54,99.13,26.26,1.28,PASS
BAT_0008,47,3.963,45.94,2094.6,79.51,56.43,3.5,FAIL
BAT_0008,48,3.684,21.68,2521.46,98.29,25.88,1.85,PASS
BAT_0008,49,3.668,26.03,2389.29,97.74,19.48,1.32,PASS
BAT_0008,50,3.627,33.58,2352.06,96.78,38.41,2.95,WARNING
